episode,score,steps,epsilon,q_table_size
1,0,24,0.999500,12670
2,1,52,0.999000,12670
3,0,29,0.998501,12670
4,0,27,0.998001,12670
5,0,69,0.997502,12670
6,1,11,0.997004,12670
7,1,29,0.996505,12670
8,0,17,0.996007,12670
9,0,17,0.995509,12670
10,0,17,0.995011,12670
11,1,7,0.994514,12670
12,1,24,0.994016,12670
13,1,17,0.993519,12670
14,0,19,0.993023,12670
15,0,23,0.992526,12670
16,0,22,0.992030,12670
17,0,7,0.991534,12670
18,0,7,0.991038,12670
19,0,18,0.990543,12670
20,0,13,0.990047,12670
21,0,8,0.989552,12670
22,2,12,0.989058,12670
23,0,21,0.988563,12670
24,0,17,0.988069,12670
25,0,27,0.987575,12670
26,0,26,0.987081,12670
27,0,25,0.986587,12670
28,0,10,0.986094,12670
29,0,18,0.985601,12670
30,0,30,0.985108,12670
31,0,7,0.984616,12670
32,0,10,0.984123,12670
33,0,25,0.983631,12670
34,0,6,0.983140,12670
35,0,11,0.982648,12670
36,0,32,0.982157,12670
37,0,30,0.981666,12670
38,0,19,0.981175,12670
39,1,40,0.980684,12670
40,0,8,0.980194,12670
41,0,11,0.979704,12670
42,0,10,0.979214,12670
43,0,17,0.978724,12670
44,0,49,0.978235,12670
45,0,30,0.977746,12670
46,0,22,0.977257,12670
47,0,20,0.976768,12670
48,2,49,0.976280,12670
49,0,18,0.975792,12670
50,0,54,0.975304,12670
51,0,20,0.974816,12670
52,0,11,0.974329,12670
53,0,14,0.973842,12670
54,0,11,0.973355,12670
55,0,30,0.972868,12670
56,0,46,0.972382,12670
57,0,45,0.971895,12670
58,0,9,0.971409,12670
59,0,23,0.970924,12670
60,0,29,0.970438,12670
61,0,32,0.969953,12670
62,0,16,0.969468,12670
63,0,48,0.968983,12670
64,0,11,0.968499,12670
65,0,8,0.968015,12670
66,0,9,0.967531,12670
67,1,14,0.967047,12670
68,0,9,0.966563,12670
69,0,11,0.966080,12670
70,0,13,0.965597,12670
71,0,47,0.965114,12670
72,0,7,0.964632,12670
73,0,11,0.964149,12670
74,0,19,0.963667,12670
75,1,17,0.963185,12670
76,0,18,0.962704,12670
77,0,8,0.962222,12670
78,0,43,0.961741,12670
79,0,12,0.961260,12670
80,1,17,0.960780,12670
81,0,8,0.960299,12670
82,2,41,0.959819,12670
83,0,22,0.959339,12670
84,0,18,0.958860,12670
85,0,8,0.958380,12670
86,0,27,0.957901,12670
87,1,23,0.957422,12670
88,1,22,0.956943,12670
89,0,9,0.956465,12670
90,0,38,0.955987,12670
91,0,35,0.955509,12670
92,0,25,0.955031,12670
93,1,6,0.954553,12670
94,0,15,0.954076,12670
95,0,7,0.953599,12670
96,1,29,0.953122,12670
97,0,14,0.952646,12670
98,2,31,0.952169,12670
99,0,6,0.951693,12670
100,0,88,0.951218,12670
101,0,10,0.950742,12670
102,0,7,0.950267,12670
103,0,19,0.949791,12670
104,0,10,0.949317,12670
105,0,9,0.948842,12670
106,0,6,0.948367,12670
107,0,28,0.947893,12670
108,0,30,0.947419,12670
109,0,13,0.946946,12670
110,2,22,0.946472,12670
111,0,14,0.945999,12670
112,1,8,0.945526,12670
113,1,28,0.945053,12670
114,0,20,0.944581,12670
115,1,10,0.944108,12670
116,0,11,0.943636,12670
117,1,15,0.943164,12670
118,0,25,0.942693,12670
119,0,10,0.942222,12670
120,1,94,0.941750,12670
121,0,22,0.941280,12670
122,0,25,0.940809,12670
123,0,44,0.940338,12670
124,0,21,0.939868,12670
125,0,30,0.939398,12670
126,1,78,0.938929,12670
127,0,21,0.938459,12670
128,0,8,0.937990,12670
129,0,5,0.937521,12670
130,0,8,0.937052,12670
131,0,20,0.936584,12670
132,0,19,0.936115,12670
133,0,6,0.935647,12670
134,1,27,0.935180,12670
135,0,10,0.934712,12670
136,0,21,0.934245,12670
137,0,6,0.933777,12670
138,1,54,0.933311,12670
139,1,13,0.932844,12670
140,0,21,0.932377,12670
141,0,7,0.931911,12670
142,0,15,0.931445,12670
143,0,14,0.930980,12670
144,0,13,0.930514,12670
145,0,74,0.930049,12670
146,1,18,0.929584,12670
147,0,35,0.929119,12670
148,1,22,0.928655,12670
149,1,6,0.928190,12670
150,0,16,0.927726,12670
151,0,13,0.927262,12670
152,1,23,0.926799,12670
153,0,14,0.926335,12670
154,0,8,0.925872,12670
155,1,41,0.925409,12670
156,1,8,0.924946,12670
157,0,16,0.924484,12670
158,1,24,0.924022,12670
159,0,45,0.923560,12670
160,0,18,0.923098,12670
161,0,58,0.922636,12670
162,0,23,0.922175,12670
163,0,34,0.921714,12670
164,0,36,0.921253,12670
165,0,27,0.920792,12670
166,0,18,0.920332,12670
167,0,11,0.919872,12670
168,1,10,0.919412,12670
169,1,91,0.918952,12670
170,0,18,0.918493,12670
171,0,22,0.918034,12670
172,0,8,0.917574,12670
173,0,6,0.917116,12670
174,0,15,0.916657,12670
175,0,56,0.916199,12670
176,0,7,0.915741,12670
177,0,9,0.915283,12670
178,0,10,0.914825,12670
179,0,13,0.914368,12670
180,1,23,0.913911,12670
181,1,51,0.913454,12670
182,0,28,0.912997,12670
183,0,50,0.912540,12670
184,1,61,0.912084,12670
185,0,24,0.911628,12670
186,0,50,0.911172,12670
187,0,53,0.910717,12670
188,0,28,0.910261,12670
189,0,13,0.909806,12670
190,0,11,0.909351,12670
191,1,35,0.908897,12670
192,1,16,0.908442,12670
193,0,12,0.907988,12670
194,0,32,0.907534,12670
195,0,58,0.907080,12670
196,1,11,0.906627,12670
197,0,19,0.906173,12670
198,0,18,0.905720,12670
199,0,9,0.905267,12670
200,2,13,0.904815,12670
201,0,13,0.904362,12670
202,0,21,0.903910,12670
203,0,43,0.903458,12670
204,1,18,0.903007,12670
205,0,37,0.902555,12670
206,1,35,0.902104,12670
207,0,10,0.901653,12670
208,0,7,0.901202,12670
209,3,75,0.900751,12670
210,0,9,0.900301,12670
211,0,18,0.899851,12670
212,1,34,0.899401,12670
213,0,22,0.898951,12670
214,1,35,0.898502,12670
215,0,62,0.898052,12670
216,0,21,0.897603,12670
217,1,11,0.897155,12670
218,1,24,0.896706,12670
219,1,19,0.896258,12670
220,0,23,0.895809,12670
221,0,15,0.895362,12670
222,0,8,0.894914,12670
223,1,17,0.894466,12670
224,1,46,0.894019,12670
225,1,21,0.893572,12670
226,1,16,0.893125,12670
227,0,9,0.892679,12670
228,0,13,0.892233,12670
229,0,16,0.891786,12670
230,0,8,0.891341,12670
231,0,28,0.890895,12670
232,1,27,0.890449,12670
233,2,25,0.890004,12670
234,1,15,0.889559,12670
235,0,23,0.889114,12670
236,1,48,0.888670,12670
237,0,11,0.888225,12670
238,1,19,0.887781,12670
239,0,12,0.887337,12670
240,1,46,0.886894,12670
241,1,25,0.886450,12670
242,0,31,0.886007,12670
243,0,8,0.885564,12670
244,0,6,0.885121,12670
245,0,26,0.884679,12670
246,1,29,0.884236,12670
247,0,18,0.883794,12670
248,1,27,0.883352,12670
249,0,19,0.882911,12670
250,0,33,0.882469,12670
251,0,27,0.882028,12670
252,0,8,0.881587,12670
253,1,36,0.881146,12670
254,0,65,0.880706,12670
255,1,34,0.880265,12670
256,0,39,0.879825,12670
257,0,12,0.879385,12670
258,1,27,0.878946,12670
259,0,11,0.878506,12670
260,1,22,0.878067,12670
261,1,23,0.877628,12670
262,0,12,0.877189,12670
263,0,9,0.876750,12670
264,1,20,0.876312,12670
265,0,18,0.875874,12670
266,0,68,0.875436,12670
267,0,41,0.874998,12670
268,0,23,0.874561,12670
269,1,17,0.874123,12670
270,2,32,0.873686,12670
271,0,16,0.873250,12670
272,0,9,0.872813,12670
273,1,33,0.872377,12670
274,0,11,0.871940,12670
275,0,14,0.871504,12670
276,0,6,0.871069,12670
277,0,49,0.870633,12670
278,0,12,0.870198,12670
279,1,40,0.869763,12670
280,0,21,0.869328,12670
281,0,53,0.868893,12670
282,0,9,0.868459,12670
283,1,35,0.868024,12670
284,0,17,0.867590,12670
285,0,13,0.867157,12670
286,1,11,0.866723,12670
287,1,23,0.866290,12670
288,1,12,0.865857,12670
289,0,10,0.865424,12670
290,1,20,0.864991,12670
291,0,36,0.864558,12670
292,0,12,0.864126,12670
293,0,8,0.863694,12670
294,0,9,0.863262,12670
295,0,16,0.862831,12670
296,1,38,0.862399,12670
297,0,19,0.861968,12670
298,1,61,0.861537,12670
299,1,31,0.861106,12670
300,0,45,0.860676,12670
301,1,80,0.860245,12670
302,1,23,0.859815,12670
303,0,17,0.859385,12670
304,0,12,0.858956,12670
305,1,13,0.858526,12670
306,1,23,0.858097,12670
307,0,17,0.857668,12670
308,0,29,0.857239,12670
309,2,55,0.856810,12670
310,1,25,0.856382,12670
311,0,11,0.855954,12670
312,0,7,0.855526,12670
313,1,74,0.855098,12670
314,0,9,0.854671,12670
315,0,12,0.854243,12670
316,0,16,0.853816,12670
317,0,34,0.853389,12670
318,1,28,0.852962,12670
319,0,15,0.852536,12670
320,0,7,0.852110,12670
321,1,24,0.851684,12670
322,0,29,0.851258,12670
323,0,14,0.850832,12670
324,0,20,0.850407,12670
325,1,18,0.849982,12670
326,0,17,0.849557,12670
327,0,9,0.849132,12670
328,1,17,0.848707,12670
329,0,23,0.848283,12670
330,0,9,0.847859,12670
331,2,21,0.847435,12670
332,1,28,0.847011,12670
333,0,42,0.846588,12670
334,0,22,0.846164,12670
335,2,9,0.845741,12670
336,0,16,0.845318,12670
337,1,15,0.844896,12670
338,0,12,0.844473,12670
339,0,5,0.844051,12670
340,0,9,0.843629,12670
341,1,13,0.843207,12670
342,0,13,0.842786,12670
343,1,11,0.842364,12670
344,0,8,0.841943,12670
345,1,29,0.841522,12670
346,0,21,0.841101,12670
347,0,6,0.840681,12670
348,0,18,0.840260,12670
349,0,8,0.839840,12670
350,2,35,0.839420,12670
351,0,20,0.839001,12670
352,0,19,0.838581,12670
353,1,12,0.838162,12670
354,0,41,0.837743,12670
355,0,7,0.837324,12670
356,0,21,0.836905,12670
357,1,32,0.836487,12670
358,0,6,0.836068,12670
359,1,14,0.835650,12670
360,0,27,0.835233,12670
361,0,8,0.834815,12670
362,2,67,0.834398,12670
363,0,30,0.833980,12670
364,1,21,0.833563,12670
365,1,38,0.833147,12670
366,0,16,0.832730,12670
367,0,12,0.832314,12670
368,0,15,0.831898,12670
369,1,24,0.831482,12670
370,0,8,0.831066,12670
371,0,32,0.830650,12670
372,1,35,0.830235,12670
373,1,38,0.829820,12670
374,0,7,0.829405,12670
375,0,38,0.828990,12670
376,0,10,0.828576,12670
377,0,6,0.828161,12670
378,0,16,0.827747,12670
379,0,8,0.827334,12670
380,0,24,0.826920,12670
381,2,11,0.826506,12670
382,0,33,0.826093,12670
383,0,8,0.825680,12670
384,0,23,0.825267,12670
385,0,23,0.824855,12670
386,0,9,0.824442,12670
387,0,12,0.824030,12670
388,0,9,0.823618,12670
389,1,51,0.823206,12670
390,0,14,0.822795,12670
391,0,36,0.822383,12670
392,1,15,0.821972,12670
393,1,31,0.821561,12670
394,2,25,0.821150,12670
395,0,44,0.820740,12670
396,2,46,0.820329,12670
397,1,21,0.819919,12670
398,0,16,0.819509,12670
399,0,25,0.819099,12670
400,0,17,0.818690,12670
401,0,30,0.818280,12670
402,0,19,0.817871,12670
403,0,10,0.817462,12670
404,0,49,0.817054,12670
405,0,25,0.816645,12670
406,0,13,0.816237,12670
407,0,10,0.815829,12670
408,1,88,0.815421,12670
409,1,25,0.815013,12670
410,0,14,0.814606,12670
411,0,23,0.814198,12670
412,0,8,0.813791,12670
413,0,13,0.813384,12670
414,0,7,0.812978,12670
415,1,9,0.812571,12670
416,0,13,0.812165,12670
417,2,46,0.811759,12670
418,0,8,0.811353,12670
419,0,8,0.810947,12670
420,0,11,0.810542,12670
421,0,12,0.810136,12670
422,1,25,0.809731,12670
423,2,12,0.809326,12670
424,1,32,0.808922,12670
425,0,33,0.808517,12670
426,2,27,0.808113,12670
427,0,23,0.807709,12670
428,2,14,0.807305,12670
429,1,31,0.806902,12670
430,1,7,0.806498,12670
431,1,45,0.806095,12670
432,0,11,0.805692,12670
433,1,8,0.805289,12670
434,1,9,0.804886,12670
435,0,55,0.804484,12670
436,0,9,0.804082,12670
437,0,30,0.803680,12670
438,2,57,0.803278,12670
439,0,9,0.802876,12670
440,0,14,0.802475,12670
441,0,33,0.802073,12670
442,0,14,0.801672,12670
443,1,12,0.801272,12670
444,1,21,0.800871,12670
445,0,8,0.800470,12670
446,1,7,0.800070,12670
447,0,22,0.799670,12670
448,0,5,0.799270,12670
449,0,35,0.798871,12670
450,0,42,0.798471,12670
451,1,26,0.798072,12670
452,1,9,0.797673,12670
453,1,22,0.797274,12670
454,1,12,0.796876,12670
455,1,6,0.796477,12670
456,2,46,0.796079,12670
457,2,40,0.795681,12670
458,0,10,0.795283,12670
459,2,27,0.794885,12670
460,1,10,0.794488,12670
461,0,28,0.794091,12670
462,1,34,0.793694,12670
463,0,14,0.793297,12670
464,2,36,0.792900,12670
465,0,36,0.792504,12670
466,0,7,0.792107,12670
467,0,10,0.791711,12670
468,1,48,0.791316,12670
469,1,21,0.790920,12670
470,0,18,0.790524,12670
471,0,22,0.790129,12670
472,0,17,0.789734,12670
473,2,11,0.789339,12670
474,1,37,0.788945,12670
475,2,88,0.788550,12670
476,0,27,0.788156,12670
477,0,20,0.787762,12670
478,1,9,0.787368,12670
479,2,10,0.786974,12670
480,3,25,0.786581,12670
481,0,32,0.786187,12670
482,0,38,0.785794,12670
483,0,13,0.785401,12670
484,0,7,0.785009,12670
485,1,73,0.784616,12670
486,1,28,0.784224,12670
487,1,28,0.783832,12670
488,1,36,0.783440,12670
489,1,27,0.783048,12670
490,0,11,0.782657,12670
491,0,8,0.782265,12670
492,2,35,0.781874,12670
493,2,58,0.781483,12670
494,2,55,0.781092,12670
495,2,73,0.780702,12670
496,0,8,0.780312,12670
497,0,27,0.779921,12670
498,2,31,0.779531,12670
499,1,12,0.779142,12670
500,0,20,0.778752,12670
501,1,80,0.778363,12670
502,0,45,0.777974,12670
503,0,13,0.777585,12670
504,0,7,0.777196,12670
505,0,15,0.776807,12670
506,0,11,0.776419,12670
507,2,28,0.776031,12670
508,0,15,0.775643,12670
509,2,41,0.775255,12670
510,0,18,0.774867,12670
511,1,14,0.774480,12670
512,0,10,0.774092,12670
513,0,26,0.773705,12670
514,0,11,0.773319,12670
515,0,32,0.772932,12670
516,0,18,0.772545,12670
517,2,55,0.772159,12670
518,1,38,0.771773,12670
519,0,16,0.771387,12670
520,0,15,0.771001,12670
521,0,17,0.770616,12670
522,0,10,0.770231,12670
523,0,21,0.769846,12670
524,0,10,0.769461,12670
525,1,12,0.769076,12670
526,2,27,0.768691,12670
527,0,7,0.768307,12670
528,1,17,0.767923,12670
529,0,9,0.767539,12670
530,1,76,0.767155,12670
531,0,20,0.766772,12670
532,1,10,0.766388,12670
533,1,17,0.766005,12670
534,2,111,0.765622,12670
535,0,26,0.765239,12670
536,1,27,0.764857,12670
537,1,30,0.764474,12670
538,0,10,0.764092,12670
539,0,28,0.763710,12670
540,1,25,0.763328,12670
541,0,20,0.762946,12670
542,2,49,0.762565,12670
543,0,19,0.762184,12670
544,0,7,0.761802,12670
545,1,37,0.761422,12670
546,2,23,0.761041,12670
547,0,9,0.760660,12670
548,0,8,0.760280,12670
549,1,12,0.759900,12670
550,0,19,0.759520,12670
551,0,17,0.759140,12670
552,4,69,0.758761,12670
553,1,24,0.758381,12670
554,0,8,0.758002,12670
555,0,8,0.757623,12670
556,1,12,0.757244,12670
557,1,63,0.756866,12670
558,1,17,0.756487,12670
559,1,11,0.756109,12670
560,0,20,0.755731,12670
561,2,38,0.755353,12670
562,1,5,0.754975,12670
563,0,47,0.754598,12670
564,2,45,0.754220,12670
565,1,41,0.753843,12670
566,1,39,0.753466,12670
567,1,31,0.753090,12670
568,2,34,0.752713,12670
569,2,25,0.752337,12670
570,0,16,0.751961,12670
571,1,24,0.751585,12670
572,0,13,0.751209,12670
573,0,29,0.750833,12670
574,0,14,0.750458,12670
575,0,14,0.750083,12670
576,2,54,0.749708,12670
577,2,21,0.749333,12670
578,0,41,0.748958,12670
579,0,21,0.748584,12670
580,0,13,0.748209,12670
581,0,14,0.747835,12670
582,0,43,0.747461,12670
583,0,12,0.747088,12670
584,4,43,0.746714,12670
585,3,69,0.746341,12670
586,0,12,0.745967,12670
587,3,26,0.745594,12670
588,0,25,0.745222,12670
589,0,22,0.744849,12670
590,0,28,0.744477,12670
591,1,109,0.744104,12670
592,1,21,0.743732,12670
593,0,9,0.743361,12670
594,2,22,0.742989,12670
595,1,56,0.742617,12670
596,0,23,0.742246,12670
597,0,70,0.741875,12670
598,0,5,0.741504,12670
599,0,8,0.741133,12670
600,1,23,0.740763,12670
601,2,25,0.740392,12670
602,0,6,0.740022,12670
603,1,21,0.739652,12670
604,2,33,0.739282,12670
605,0,22,0.738913,12670
606,1,66,0.738543,12670
607,0,10,0.738174,12670
608,1,24,0.737805,12670
609,2,19,0.737436,12670
610,0,11,0.737067,12670
611,0,14,0.736699,12670
612,3,59,0.736330,12670
613,2,28,0.735962,12670
614,0,14,0.735594,12670
615,1,22,0.735226,12670
616,1,17,0.734859,12670
617,0,21,0.734491,12670
618,0,9,0.734124,12670
619,0,21,0.733757,12670
620,0,8,0.733390,12670
621,1,19,0.733023,12670
622,1,18,0.732657,12670
623,3,52,0.732291,12670
624,1,15,0.731924,12670
625,0,10,0.731558,12670
626,0,24,0.731193,12670
627,2,55,0.730827,12670
628,4,43,0.730462,12670
629,1,11,0.730096,12670
630,0,11,0.729731,12670
631,0,17,0.729367,12670
632,1,18,0.729002,12670
633,0,27,0.728637,12670
634,1,11,0.728273,12670
635,1,11,0.727909,12670
636,1,7,0.727545,12670
637,0,7,0.727181,12670
638,0,11,0.726818,12670
639,0,15,0.726454,12670
640,3,19,0.726091,12670
641,0,16,0.725728,12670
642,1,34,0.725365,12670
643,0,15,0.725002,12670
644,1,25,0.724640,12670
645,0,17,0.724278,12670
646,2,16,0.723915,12670
647,0,12,0.723553,12670
648,1,23,0.723192,12670
649,0,42,0.722830,12670
650,2,28,0.722469,12670
651,1,14,0.722107,12670
652,0,28,0.721746,12670
653,2,25,0.721385,12670
654,1,30,0.721025,12670
655,0,11,0.720664,12670
656,0,11,0.720304,12670
657,1,28,0.719944,12670
658,0,10,0.719584,12670
659,1,33,0.719224,12670
660,0,16,0.718864,12670
661,3,25,0.718505,12670
662,0,10,0.718146,12670
663,1,35,0.717787,12670
664,3,19,0.717428,12670
665,2,40,0.717069,12670
666,1,15,0.716711,12670
667,1,17,0.716352,12670
668,0,22,0.715994,12670
669,2,20,0.715636,12670
670,2,61,0.715278,12670
671,0,28,0.714921,12670
672,0,9,0.714563,12670
673,2,34,0.714206,12670
674,1,34,0.713849,12670
675,0,27,0.713492,12670
676,0,12,0.713135,12670
677,1,10,0.712778,12670
678,1,21,0.712422,12670
679,1,72,0.712066,12670
680,2,44,0.711710,12670
681,0,21,0.711354,12670
682,1,30,0.710998,12670
683,0,15,0.710643,12670
684,1,57,0.710287,12670
685,0,19,0.709932,12670
686,0,5,0.709577,12670
687,0,12,0.709223,12670
688,0,11,0.708868,12670
689,0,13,0.708514,12670
690,1,11,0.708159,12670
691,0,10,0.707805,12670
692,1,36,0.707451,12670
693,1,47,0.707098,12670
694,1,39,0.706744,12670
695,3,50,0.706391,12670
696,0,13,0.706037,12670
697,1,45,0.705684,12670
698,0,19,0.705332,12670
699,0,22,0.704979,12670
700,0,11,0.704626,12670
701,0,13,0.704274,12670
702,0,9,0.703922,12670
703,1,22,0.703570,12670
704,0,11,0.703218,12670
705,1,56,0.702867,12670
706,2,33,0.702515,12670
707,1,16,0.702164,12670
708,1,24,0.701813,12670
709,0,8,0.701462,12670
710,2,37,0.701111,12670
711,0,14,0.700761,12670
712,1,35,0.700410,12670
713,2,37,0.700060,12670
714,2,55,0.699710,12670
715,0,25,0.699360,12670
716,1,14,0.699010,12670
717,1,9,0.698661,12670
718,1,40,0.698312,12670
719,2,46,0.697962,12670
720,0,11,0.697614,12670
721,1,28,0.697265,12670
722,4,69,0.696916,12670
723,0,14,0.696568,12670
724,1,28,0.696219,12670
725,0,11,0.695871,12670
726,2,14,0.695523,12670
727,0,10,0.695176,12670
728,1,26,0.694828,12670
729,2,40,0.694481,12670
730,1,26,0.694133,12670
731,2,48,0.693786,12670
732,2,53,0.693439,12670
733,2,38,0.693093,12670
734,0,33,0.692746,12670
735,0,27,0.692400,12670
736,2,17,0.692053,12670
737,2,25,0.691707,12670
738,0,8,0.691362,12670
739,1,14,0.691016,12670
740,0,23,0.690670,12670
741,0,22,0.690325,12670
742,1,15,0.689980,12670
743,1,7,0.689635,12670
744,0,19,0.689290,12670
745,2,20,0.688945,12670
746,0,19,0.688601,12670
747,1,18,0.688257,12670
748,1,29,0.687913,12670
749,1,48,0.687569,12670
750,1,15,0.687225,12670
751,0,55,0.686881,12670
752,3,39,0.686538,12670
753,1,14,0.686195,12670
754,0,23,0.685851,12670
755,0,7,0.685508,12670
756,0,12,0.685166,12670
757,2,40,0.684823,12670
758,0,7,0.684481,12670
759,1,20,0.684138,12670
760,0,11,0.683796,12670
761,2,46,0.683455,12670
762,1,26,0.683113,12670
763,2,25,0.682771,12670
764,0,9,0.682430,12670
765,1,45,0.682089,12670
766,3,37,0.681748,12670
767,0,21,0.681407,12670
768,0,7,0.681066,12670
769,0,24,0.680725,12670
770,0,16,0.680385,12670
771,0,11,0.680045,12670
772,2,60,0.679705,12670
773,0,46,0.679365,12670
774,2,36,0.679025,12670
775,1,38,0.678686,12670
776,1,15,0.678347,12670
777,1,16,0.678007,12670
778,0,13,0.677668,12670
779,0,8,0.677330,12670
780,2,15,0.676991,12670
781,0,29,0.676652,12670
782,0,17,0.676314,12670
783,1,29,0.675976,12670
784,1,14,0.675638,12670
785,0,20,0.675300,12670
786,3,58,0.674962,12670
787,0,78,0.674625,12670
788,1,12,0.674288,12670
789,4,66,0.673950,12670
790,1,12,0.673613,12670
791,1,27,0.673277,12670
792,1,42,0.672940,12670
793,2,41,0.672604,12670
794,1,29,0.672267,12670
795,1,25,0.671931,12670
796,0,23,0.671595,12670
797,3,30,0.671259,12670
798,1,11,0.670924,12670
799,0,6,0.670588,12670
800,2,35,0.670253,12670
801,1,34,0.669918,12670
802,0,18,0.669583,12670
803,0,21,0.669248,12670
804,0,6,0.668913,12670
805,0,24,0.668579,12670
806,2,38,0.668245,12670
807,0,11,0.667911,12670
808,2,57,0.667577,12670
809,0,12,0.667243,12670
810,0,10,0.666909,12670
811,0,8,0.666576,12670
812,1,18,0.666243,12670
813,0,16,0.665909,12670
814,2,54,0.665576,12670
815,0,11,0.665244,12670
816,0,8,0.664911,12670
817,3,81,0.664579,12670
818,1,24,0.664246,12670
819,2,41,0.663914,12670
820,0,11,0.663582,12670
821,1,72,0.663250,12670
822,0,40,0.662919,12670
823,0,23,0.662587,12670
824,0,16,0.662256,12670
825,2,69,0.661925,12670
826,1,16,0.661594,12670
827,1,10,0.661263,12670
828,0,16,0.660933,12670
829,4,42,0.660602,12670
830,1,49,0.660272,12670
831,0,8,0.659942,12670
832,0,8,0.659612,12670
833,0,29,0.659282,12670
834,1,10,0.658952,12670
835,1,31,0.658623,12670
836,0,19,0.658293,12670
837,3,14,0.657964,12670
838,2,47,0.657635,12670
839,1,15,0.657306,12670
840,1,43,0.656978,12670
841,1,13,0.656649,12670
842,0,7,0.656321,12670
843,0,8,0.655993,12670
844,0,33,0.655665,12670
845,0,20,0.655337,12670
846,3,25,0.655009,12670
847,1,34,0.654682,12670
848,2,55,0.654354,12670
849,0,31,0.654027,12670
850,1,46,0.653700,12670
851,0,6,0.653373,12670
852,1,19,0.653047,12670
853,2,41,0.652720,12670
854,2,26,0.652394,12670
855,1,17,0.652068,12670
856,0,23,0.651742,12670
857,1,64,0.651416,12670
858,1,14,0.651090,12670
859,2,38,0.650765,12670
860,1,22,0.650439,12670
861,0,20,0.650114,12670
862,2,59,0.649789,12670
863,0,9,0.649464,12670
864,1,19,0.649139,12670
865,2,66,0.648815,12670
866,0,6,0.648490,12670
867,0,31,0.648166,12670
868,1,12,0.647842,12670
869,0,5,0.647518,12670
870,0,10,0.647194,12670
871,0,35,0.646871,12670
872,0,24,0.646547,12670
873,2,34,0.646224,12670
874,0,10,0.645901,12670
875,0,13,0.645578,12670
876,2,20,0.645255,12670
877,3,52,0.644932,12670
878,0,8,0.644610,12670
879,0,7,0.644288,12670
880,1,17,0.643966,12670
881,2,28,0.643644,12670
882,2,24,0.643322,12670
883,2,31,0.643000,12670
884,1,24,0.642679,12670
885,0,10,0.642357,12670
886,0,18,0.642036,12670
887,2,30,0.641715,12670
888,2,28,0.641394,12670
889,0,29,0.641074,12670
890,1,27,0.640753,12670
891,2,25,0.640433,12670
892,2,20,0.640112,12670
893,1,17,0.639792,12670
894,0,12,0.639472,12670
895,2,19,0.639153,12670
896,0,9,0.638833,12670
897,1,13,0.638514,12670
898,2,48,0.638194,12670
899,0,7,0.637875,12670
900,0,20,0.637556,12670
901,2,23,0.637238,12670
902,0,10,0.636919,12670
903,1,50,0.636601,12670
904,2,58,0.636282,12670
905,2,44,0.635964,12670
906,0,18,0.635646,12670
907,2,35,0.635328,12670
908,1,54,0.635011,12670
909,0,12,0.634693,12670
910,2,32,0.634376,12670
911,1,26,0.634059,12670
912,1,20,0.633742,12670
913,0,7,0.633425,12670
914,1,29,0.633108,12670
915,0,18,0.632791,12670
916,0,12,0.632475,12670
917,3,72,0.632159,12670
918,0,33,0.631843,12670
919,3,63,0.631527,12670
920,1,33,0.631211,12670
921,0,25,0.630895,12670
922,1,17,0.630580,12670
923,1,10,0.630265,12670
924,1,30,0.629950,12670
925,1,15,0.629635,12670
926,1,14,0.629320,12670
927,4,41,0.629005,12670
928,1,7,0.628691,12670
929,1,30,0.628376,12670
930,1,6,0.628062,12670
931,3,43,0.627748,12670
932,0,9,0.627434,12670
933,0,36,0.627120,12670
934,1,20,0.626807,12670
935,1,11,0.626493,12670
936,0,12,0.626180,12670
937,0,5,0.625867,12670
938,2,54,0.625554,12670
939,0,16,0.625241,12670
940,0,24,0.624929,12670
941,3,68,0.624616,12670
942,0,21,0.624304,12670
943,1,18,0.623992,12670
944,1,14,0.623680,12670
945,2,27,0.623368,12670
946,4,48,0.623056,12670
947,2,27,0.622745,12670
948,1,32,0.622433,12670
949,0,13,0.622122,12670
950,1,16,0.621811,12670
951,0,14,0.621500,12670
952,0,19,0.621190,12670
953,0,19,0.620879,12670
954,1,10,0.620568,12670
955,0,9,0.620258,12670
956,2,22,0.619948,12670
957,0,9,0.619638,12670
958,0,13,0.619328,12670
959,0,16,0.619019,12670
960,0,6,0.618709,12670
961,1,16,0.618400,12670
962,0,9,0.618091,12670
963,1,39,0.617782,12670
964,0,10,0.617473,12670
965,3,58,0.617164,12670
966,2,53,0.616855,12670
967,1,11,0.616547,12670
968,2,26,0.616239,12670
969,1,38,0.615930,12670
970,0,15,0.615623,12670
971,3,43,0.615315,12671
972,3,21,0.615007,12671
973,0,16,0.614700,12671
974,2,22,0.614392,12671
975,2,38,0.614085,12671
976,0,13,0.613778,12671
977,0,12,0.613471,12671
978,2,27,0.613164,12671
979,2,11,0.612858,12671
980,1,23,0.612551,12671
981,2,25,0.612245,12671
982,2,43,0.611939,12671
983,0,26,0.611633,12671
984,1,7,0.611327,12671
985,1,14,0.611021,12671
986,0,10,0.610716,12671
987,2,44,0.610411,12671
988,1,30,0.610105,12671
989,0,15,0.609800,12671
990,0,21,0.609495,12671
991,1,15,0.609191,12671
992,0,6,0.608886,12671
993,1,34,0.608582,12671
994,2,29,0.608277,12671
995,1,14,0.607973,12671
996,1,17,0.607669,12671
997,0,9,0.607365,12671
998,1,9,0.607062,12671
