episode,score,steps,epsilon,q_table_size
8222,22,260,0.016375,13082
8223,12,81,0.016366,13082
8224,15,124,0.016358,13082
8225,7,69,0.016350,13082
8226,19,195,0.016342,13082
8227,17,152,0.016334,13082
8228,6,49,0.016325,13082
8229,17,142,0.016317,13082
8230,12,95,0.016309,13082
8231,11,88,0.016301,13082
8232,8,56,0.016293,13082
8233,4,24,0.016285,13082
8234,12,98,0.016277,13082
8235,24,180,0.016268,13083
8236,12,109,0.016260,13083
8237,18,165,0.016252,13083
8238,12,118,0.016244,13083
8239,13,127,0.016236,13083
8240,7,48,0.016228,13083
8241,16,113,0.016220,13083
8242,11,58,0.016212,13083
8243,14,134,0.016203,13083
8244,14,115,0.016195,13083
8245,10,73,0.016187,13083
8246,13,87,0.016179,13083
8247,18,182,0.016171,13083
8248,12,122,0.016163,13083
8249,21,182,0.016155,13083
8250,19,137,0.016147,13083
8251,8,62,0.016139,13083
8252,25,218,0.016131,13083
8253,14,105,0.016123,13083
8254,13,90,0.016115,13084
8255,6,42,0.016107,13084
8256,5,41,0.016098,13084
8257,16,116,0.016090,13084
8258,15,133,0.016082,13085
8259,9,101,0.016074,13085
8260,7,68,0.016066,13085
8261,11,105,0.016058,13085
8262,26,237,0.016050,13085
8263,9,80,0.016042,13085
8264,22,208,0.016034,13085
8265,11,96,0.016026,13085
8266,13,112,0.016018,13085
8267,24,239,0.016010,13085
8268,14,93,0.016002,13085
8269,16,131,0.015994,13085
8270,5,36,0.015986,13085
8271,25,199,0.015978,13085
8272,2,14,0.015970,13085
8273,9,78,0.015962,13085
8274,7,50,0.015954,13085
8275,22,235,0.015946,13086
8276,11,68,0.015938,13086
8277,16,137,0.015930,13086
8278,23,203,0.015922,13086
8279,22,189,0.015914,13086
8280,9,57,0.015906,13086
8281,17,158,0.015898,13086
8282,20,172,0.015890,13086
8283,14,104,0.015883,13086
8284,24,168,0.015875,13086
8285,5,38,0.015867,13086
8286,29,276,0.015859,13089
8287,21,184,0.015851,13089
8288,20,154,0.015843,13090
8289,3,30,0.015835,13090
8290,0,7,0.015827,13090
8291,14,105,0.015819,13091
8292,10,68,0.015811,13091
8293,16,142,0.015803,13091
8294,13,117,0.015795,13091
8295,10,72,0.015787,13091
8296,17,159,0.015780,13091
8297,13,103,0.015772,13091
8298,12,98,0.015764,13091
8299,11,79,0.015756,13091
8300,15,125,0.015748,13092
8301,14,130,0.015740,13092
8302,18,144,0.015732,13093
8303,15,128,0.015724,13093
8304,19,155,0.015717,13094
8305,25,229,0.015709,13094
8306,17,177,0.015701,13094
8307,22,227,0.015693,13094
8308,12,93,0.015685,13094
8309,19,148,0.015677,13094
8310,18,131,0.015670,13094
8311,13,135,0.015662,13094
8312,24,215,0.015654,13094
8313,14,110,0.015646,13094
8314,7,49,0.015638,13094
8315,8,79,0.015630,13094
8316,13,98,0.015623,13094
8317,17,124,0.015615,13094
8318,9,73,0.015607,13094
8319,4,39,0.015599,13094
8320,12,85,0.015591,13094
8321,13,133,0.015584,13094
8322,18,139,0.015576,13094
8323,21,198,0.015568,13095
8324,23,193,0.015560,13095
8325,10,89,0.015552,13095
8326,15,125,0.015545,13096
8327,19,154,0.015537,13096
8328,14,94,0.015529,13096
8329,14,99,0.015521,13096
8330,2,19,0.015514,13096
8331,12,126,0.015506,13096
8332,2,12,0.015498,13096
8333,18,147,0.015490,13096
8334,14,121,0.015483,13096
8335,4,22,0.015475,13096
8336,12,111,0.015467,13096
8337,11,66,0.015459,13096
8338,27,295,0.015452,13097
8339,17,160,0.015444,13097
8340,16,140,0.015436,13097
8341,13,107,0.015428,13097
8342,11,118,0.015421,13097
8343,17,120,0.015413,13097
8344,16,106,0.015405,13097
8345,11,105,0.015398,13097
8346,11,82,0.015390,13097
8347,23,220,0.015382,13097
8348,21,184,0.015375,13097
8349,22,236,0.015367,13097
8350,8,83,0.015359,13097
8351,6,70,0.015351,13097
8352,6,54,0.015344,13097
8353,18,139,0.015336,13098
8354,9,63,0.015328,13098
8355,18,167,0.015321,13098
8356,19,151,0.015313,13098
8357,14,104,0.015305,13098
8358,25,251,0.015298,13098
8359,14,97,0.015290,13098
8360,14,118,0.015283,13098
8361,15,124,0.015275,13098
8362,14,98,0.015267,13098
8363,4,27,0.015260,13098
8364,14,86,0.015252,13098
8365,11,74,0.015244,13098
8366,18,170,0.015237,13098
8367,18,121,0.015229,13098
8368,22,165,0.015222,13100
8369,9,95,0.015214,13100
8370,17,142,0.015206,13100
8371,13,106,0.015199,13100
8372,21,200,0.015191,13101
8373,9,78,0.015183,13101
8374,16,118,0.015176,13101
8375,23,176,0.015168,13101
8376,8,71,0.015161,13101
8377,10,115,0.015153,13101
8378,19,133,0.015146,13102
8379,8,63,0.015138,13102
8380,4,37,0.015130,13102
8381,19,142,0.015123,13103
8382,18,112,0.015115,13103
8383,18,152,0.015108,13103
8384,14,139,0.015100,13103
8385,14,128,0.015093,13103
8386,24,180,0.015085,13103
8387,23,168,0.015078,13103
8388,3,31,0.015070,13103
8389,23,222,0.015062,13104
8390,23,229,0.015055,13104
8391,13,99,0.015047,13104
8392,27,277,0.015040,13105
8393,24,254,0.015032,13105
8394,9,69,0.015025,13105
8395,8,60,0.015017,13105
8396,15,145,0.015010,13105
8397,8,45,0.015002,13105
8398,11,83,0.014995,13105
8399,13,92,0.014987,13105
8400,31,346,0.014980,13105
8401,2,11,0.014972,13105
8402,12,93,0.014965,13105
8403,20,186,0.014957,13105
8404,10,71,0.014950,13105
8405,28,231,0.014942,13105
8406,19,187,0.014935,13105
8407,15,129,0.014927,13105
8408,15,133,0.014920,13105
8409,7,56,0.014913,13105
8410,30,245,0.014905,13105
8411,12,121,0.014898,13105
8412,19,154,0.014890,13105
8413,16,121,0.014883,13105
8414,11,85,0.014875,13106
8415,16,158,0.014868,13106
8416,15,115,0.014860,13106
8417,18,173,0.014853,13106
8418,23,199,0.014846,13106
8419,18,160,0.014838,13107
8420,25,204,0.014831,13107
8421,8,52,0.014823,13107
8422,16,87,0.014816,13107
8423,16,124,0.014809,13107
8424,10,82,0.014801,13107
8425,23,218,0.014794,13107
8426,9,76,0.014786,13108
8427,22,222,0.014779,13108
8428,18,151,0.014772,13108
8429,6,63,0.014764,13108
8430,7,37,0.014757,13108
8431,13,99,0.014749,13108
8432,17,127,0.014742,13108
8433,26,250,0.014735,13108
8434,24,186,0.014727,13108
8435,18,195,0.014720,13108
8436,10,74,0.014713,13108
8437,13,89,0.014705,13108
8438,6,53,0.014698,13108
8439,21,211,0.014690,13108
8440,10,105,0.014683,13108
8441,14,142,0.014676,13108
8442,16,151,0.014668,13108
8443,11,102,0.014661,13108
8444,10,78,0.014654,13108
8445,11,105,0.014646,13108
8446,12,75,0.014639,13108
8447,8,78,0.014632,13109
8448,21,156,0.014625,13109
8449,27,197,0.014617,13109
8450,6,33,0.014610,13109
8451,22,206,0.014603,13109
8452,14,114,0.014595,13110
8453,11,97,0.014588,13110
8454,6,55,0.014581,13110
8455,15,119,0.014573,13110
8456,17,184,0.014566,13110
8457,13,94,0.014559,13110
8458,2,13,0.014552,13110
8459,19,173,0.014544,13112
8460,7,46,0.014537,13113
8461,27,280,0.014530,13113
8462,14,125,0.014522,13113
8463,13,144,0.014515,13113
8464,5,41,0.014508,13113
8465,16,122,0.014501,13113
8466,19,159,0.014493,13113
8467,21,175,0.014486,13113
8468,14,82,0.014479,13113
8469,4,51,0.014472,13113
8470,4,25,0.014464,13113
8471,13,124,0.014457,13113
8472,4,28,0.014450,13113
8473,9,64,0.014443,13113
8474,12,85,0.014436,13114
8475,11,69,0.014428,13114
8476,12,109,0.014421,13114
8477,6,60,0.014414,13114
8478,1,9,0.014407,13114
8479,6,38,0.014400,13114
8480,20,140,0.014392,13114
8481,20,170,0.014385,13115
8482,16,160,0.014378,13115
8483,15,136,0.014371,13116
8484,16,107,0.014364,13117
8485,24,218,0.014356,13117
8486,13,104,0.014349,13117
8487,21,183,0.014342,13118
8488,18,154,0.014335,13118
8489,26,190,0.014328,13118
8490,23,211,0.014321,13119
8491,19,165,0.014313,13120
8492,12,106,0.014306,13122
8493,15,113,0.014299,13122
8494,9,73,0.014292,13122
8495,15,149,0.014285,13122
8496,11,82,0.014278,13122
8497,15,114,0.014270,13122
8498,18,158,0.014263,13122
8499,20,174,0.014256,13122
8500,11,108,0.014249,13122
8501,10,56,0.014242,13122
8502,10,89,0.014235,13122
8503,6,51,0.014228,13122
8504,21,197,0.014221,13122
8505,14,143,0.014213,13122
8506,20,188,0.014206,13123
8507,12,121,0.014199,13123
8508,4,35,0.014192,13123
8509,21,155,0.014185,13123
8510,29,220,0.014178,13123
8511,10,79,0.014171,13123
8512,25,221,0.014164,13124
8513,2,20,0.014157,13124
8514,12,99,0.014150,13124
8515,18,154,0.014143,13124
8516,17,141,0.014136,13124
8517,7,52,0.014128,13124
8518,13,96,0.014121,13124
8519,10,80,0.014114,13124
8520,13,90,0.014107,13124
8521,15,136,0.014100,13124
8522,18,127,0.014093,13124
8523,16,142,0.014086,13124
8524,8,75,0.014079,13124
8525,4,45,0.014072,13124
8526,19,135,0.014065,13124
8527,14,104,0.014058,13124
8528,11,99,0.014051,13124
8529,20,205,0.014044,13124
8530,22,189,0.014037,13124
8531,15,121,0.014030,13124
8532,13,95,0.014023,13124
8533,19,190,0.014016,13124
8534,8,75,0.014009,13124
8535,16,151,0.014002,13124
8536,9,55,0.013995,13124
8537,22,173,0.013988,13124
8538,16,117,0.013981,13124
8539,14,92,0.013974,13124
8540,14,106,0.013967,13124
8541,5,49,0.013960,13124
8542,4,33,0.013953,13124
8543,2,21,0.013946,13124
8544,16,138,0.013939,13124
8545,17,143,0.013932,13124
8546,9,76,0.013925,13124
8547,15,155,0.013918,13125
8548,4,29,0.013911,13125
8549,5,39,0.013904,13125
8550,4,30,0.013897,13125
8551,13,123,0.013890,13126
8552,15,163,0.013883,13126
8553,14,106,0.013876,13127
8554,8,38,0.013869,13127
8555,18,139,0.013862,13127
8556,19,130,0.013856,13127
8557,13,107,0.013849,13127
8558,19,202,0.013842,13127
8559,20,189,0.013835,13127
8560,17,151,0.013828,13128
8561,14,145,0.013821,13128
8562,18,187,0.013814,13128
8563,26,231,0.013807,13129
8564,20,198,0.013800,13129
8565,14,91,0.013793,13129
8566,13,115,0.013786,13130
8567,5,29,0.013780,13130
8568,10,82,0.013773,13130
8569,7,47,0.013766,13130
8570,18,127,0.013759,13130
8571,13,116,0.013752,13130
8572,18,149,0.013745,13130
8573,21,186,0.013738,13130
8574,5,39,0.013731,13130
8575,4,30,0.013725,13130
8576,10,84,0.013718,13130
8577,17,125,0.013711,13130
8578,10,62,0.013704,13130
8579,9,75,0.013697,13130
8580,15,106,0.013690,13130
8581,5,44,0.013683,13130
8582,21,190,0.013677,13130
8583,15,133,0.013670,13130
8584,2,20,0.013663,13130
8585,12,125,0.013656,13130
8586,9,94,0.013649,13130
8587,10,53,0.013642,13130
8588,6,36,0.013636,13130
8589,8,70,0.013629,13130
8590,19,171,0.013622,13131
8591,12,86,0.013615,13131
8592,20,139,0.013608,13131
8593,18,129,0.013602,13131
8594,22,194,0.013595,13131
8595,13,125,0.013588,13132
8596,12,99,0.013581,13132
8597,1,16,0.013574,13132
8598,13,119,0.013568,13132
8599,8,67,0.013561,13132
8600,6,40,0.013554,13132
8601,11,79,0.013547,13132
8602,27,239,0.013540,13133
8603,21,162,0.013534,13133
8604,29,227,0.013527,13133
8605,15,115,0.013520,13133
8606,10,112,0.013513,13133
8607,18,193,0.013507,13133
8608,9,68,0.013500,13133
8609,11,90,0.013493,13133
8610,14,109,0.013486,13133
8611,7,59,0.013480,13133
8612,14,79,0.013473,13134
8613,9,71,0.013466,13134
8614,10,74,0.013459,13135
8615,22,182,0.013453,13135
8616,17,145,0.013446,13135
8617,13,101,0.013439,13135
8618,8,53,0.013433,13135
8619,17,113,0.013426,13135
8620,11,89,0.013419,13135
8621,7,68,0.013412,13135
8622,22,178,0.013406,13135
8623,11,128,0.013399,13135
8624,34,327,0.013392,13136
8625,14,95,0.013386,13136
8626,11,67,0.013379,13137
8627,6,63,0.013372,13137
8628,15,138,0.013365,13137
8629,6,54,0.013359,13137
8630,8,61,0.013352,13137
8631,20,157,0.013345,13137
8632,19,162,0.013339,13138
8633,11,88,0.013332,13138
8634,12,87,0.013325,13138
8635,15,125,0.013319,13139
8636,9,63,0.013312,13139
8637,14,119,0.013305,13139
8638,17,170,0.013299,13140
8639,24,208,0.013292,13140
8640,20,182,0.013286,13140
8641,16,113,0.013279,13140
8642,22,241,0.013272,13140
8643,15,128,0.013266,13140
8644,18,191,0.013259,13140
8645,22,223,0.013252,13141
8646,18,157,0.013246,13141
8647,9,69,0.013239,13141
8648,12,102,0.013232,13141
8649,11,101,0.013226,13141
8650,27,243,0.013219,13142
8651,4,25,0.013213,13142
8652,28,258,0.013206,13142
8653,11,74,0.013199,13142
8654,18,167,0.013193,13142
8655,15,124,0.013186,13142
8656,17,147,0.013180,13143
8657,10,103,0.013173,13143
8658,23,168,0.013166,13143
8659,16,133,0.013160,13144
8660,7,56,0.013153,13144
8661,15,133,0.013147,13144
8662,8,62,0.013140,13145
8663,16,125,0.013134,13145
8664,19,193,0.013127,13145
8665,16,105,0.013120,13145
8666,14,120,0.013114,13145
8667,33,310,0.013107,13146
8668,14,111,0.013101,13146
8669,21,145,0.013094,13146
8670,16,150,0.013088,13146
8671,16,135,0.013081,13146
8672,8,67,0.013075,13146
8673,24,213,0.013068,13146
8674,18,126,0.013062,13146
8675,17,142,0.013055,13146
8676,14,118,0.013048,13146
8677,23,225,0.013042,13146
8678,17,143,0.013035,13148
8679,14,115,0.013029,13148
8680,21,194,0.013022,13149
8681,18,131,0.013016,13149
8682,11,112,0.013009,13149
8683,19,162,0.013003,13149
8684,15,125,0.012996,13149
8685,10,75,0.012990,13150
8686,20,139,0.012983,13151
8687,18,156,0.012977,13151
8688,25,239,0.012970,13152
8689,11,98,0.012964,13152
8690,5,35,0.012957,13152
8691,14,128,0.012951,13152
8692,13,127,0.012944,13152
8693,5,39,0.012938,13152
8694,13,127,0.012932,13153
8695,22,219,0.012925,13153
8696,23,200,0.012919,13153
8697,21,157,0.012912,13153
8698,8,52,0.012906,13153
8699,22,203,0.012899,13153
8700,22,198,0.012893,13153
8701,23,189,0.012886,13153
8702,17,197,0.012880,13154
8703,15,101,0.012873,13154
8704,14,115,0.012867,13155
8705,26,275,0.012861,13155
8706,11,95,0.012854,13155
8707,8,41,0.012848,13155
8708,7,59,0.012841,13155
8709,21,190,0.012835,13155
8710,15,119,0.012828,13155
8711,27,240,0.012822,13155
8712,19,128,0.012816,13156
8713,13,134,0.012809,13156
8714,11,78,0.012803,13156
8715,14,142,0.012796,13156
8716,7,51,0.012790,13156
8717,13,110,0.012784,13157
8718,26,222,0.012777,13159
8719,24,193,0.012771,13161
8720,4,41,0.012764,13161
8721,19,170,0.012758,13162
8722,24,215,0.012752,13162
8723,14,100,0.012745,13162
8724,10,76,0.012739,13162
8725,11,75,0.012733,13162
8726,22,205,0.012726,13162
8727,15,130,0.012720,13162
8728,15,132,0.012713,13162
8729,11,100,0.012707,13162
8730,2,14,0.012701,13162
8731,19,172,0.012694,13162
8732,15,126,0.012688,13162
8733,8,78,0.012682,13162
8734,8,55,0.012675,13162
8735,14,116,0.012669,13163
8736,9,70,0.012663,13163
8737,12,73,0.012656,13164
8738,21,203,0.012650,13165
8739,13,74,0.012644,13165
8740,17,142,0.012637,13165
8741,10,98,0.012631,13165
8742,26,257,0.012625,13165
8743,7,42,0.012618,13165
8744,27,280,0.012612,13166
8745,17,125,0.012606,13166
8746,18,155,0.012600,13166
8747,10,70,0.012593,13166
8748,23,208,0.012587,13166
8749,18,140,0.012581,13166
8750,26,219,0.012574,13166
8751,15,166,0.012568,13166
8752,20,174,0.012562,13166
8753,11,113,0.012556,13166
8754,21,210,0.012549,13166
8755,14,131,0.012543,13166
8756,17,174,0.012537,13166
8757,18,117,0.012530,13167
8758,14,97,0.012524,13167
8759,24,195,0.012518,13167
8760,10,97,0.012512,13167
8761,13,98,0.012505,13167
8762,14,88,0.012499,13167
8763,15,109,0.012493,13167
8764,23,192,0.012487,13167
8765,14,105,0.012480,13167
8766,12,67,0.012474,13168
8767,9,102,0.012468,13168
8768,8,54,0.012462,13168
8769,21,162,0.012455,13169
8770,13,96,0.012449,13169
8771,10,85,0.012443,13169
8772,12,102,0.012437,13169
8773,18,176,0.012431,13170
8774,11,55,0.012424,13171
8775,15,162,0.012418,13171
8776,18,125,0.012412,13171
8777,9,85,0.012406,13171
8778,13,90,0.012400,13171
8779,18,179,0.012393,13171
8780,11,109,0.012387,13171
8781,17,177,0.012381,13171
8782,15,119,0.012375,13171
8783,14,100,0.012369,13172
8784,17,123,0.012362,13172
8785,8,51,0.012356,13172
8786,11,94,0.012350,13172
8787,12,118,0.012344,13172
8788,13,99,0.012338,13172
8789,9,87,0.012331,13172
8790,11,81,0.012325,13172
8791,7,49,0.012319,13173
8792,8,68,0.012313,13173
8793,12,99,0.012307,13173
8794,10,86,0.012301,13173
8795,22,181,0.012295,13173
8796,17,104,0.012288,13173
8797,24,206,0.012282,13173
8798,23,190,0.012276,13173
8799,5,33,0.012270,13173
8800,19,178,0.012264,13173
8801,21,175,0.012258,13173
8802,6,40,0.012252,13173
8803,14,121,0.012245,13173
8804,21,149,0.012239,13173
8805,7,48,0.012233,13173
8806,23,188,0.012227,13174
8807,13,137,0.012221,13174
8808,26,192,0.012215,13174
8809,14,133,0.012209,13174
8810,14,132,0.012203,13174
8811,11,92,0.012197,13174
8812,17,133,0.012190,13174
8813,10,61,0.012184,13174
8814,4,32,0.012178,13174
8815,20,187,0.012172,13175
8816,24,261,0.012166,13175
8817,19,206,0.012160,13175
8818,14,122,0.012154,13175
8819,18,191,0.012148,13175
8820,17,143,0.012142,13175
8821,16,188,0.012136,13175
8822,23,166,0.012130,13175
8823,9,84,0.012124,13175
8824,16,148,0.012118,13175
8825,15,85,0.012111,13175
8826,9,84,0.012105,13175
8827,17,122,0.012099,13175
8828,13,114,0.012093,13175
8829,26,213,0.012087,13175
8830,17,135,0.012081,13176
8831,4,37,0.012075,13176
8832,24,215,0.012069,13176
8833,12,102,0.012063,13176
8834,0,8,0.012057,13176
8835,16,168,0.012051,13176
8836,18,144,0.012045,13176
8837,14,126,0.012039,13176
8838,7,56,0.012033,13176
8839,21,180,0.012027,13176
8840,13,116,0.012021,13176
8841,24,214,0.012015,13176
8842,18,125,0.012009,13177
8843,16,109,0.012003,13177
8844,22,188,0.011997,13177
8845,4,42,0.011991,13177
8846,10,94,0.011985,13177
8847,20,190,0.011979,13180
8848,16,189,0.011973,13180
8849,12,89,0.011967,13180
8850,17,176,0.011961,13180
8851,8,60,0.011955,13180
8852,22,216,0.011949,13180
8853,16,122,0.011943,13180
8854,9,66,0.011937,13180
8855,12,69,0.011931,13180
8856,12,96,0.011925,13180
8857,7,60,0.011919,13180
8858,11,92,0.011913,13180
8859,8,68,0.011907,13180
8860,18,135,0.011901,13180
8861,23,164,0.011895,13180
8862,12,119,0.011889,13180
8863,1,15,0.011883,13180
8864,25,224,0.011878,13180
8865,13,86,0.011872,13180
8866,13,110,0.011866,13180
8867,13,116,0.011860,13180
8868,16,165,0.011854,13180
8869,9,64,0.011848,13180
8870,19,140,0.011842,13180
8871,12,88,0.011836,13180
8872,8,47,0.011830,13180
8873,22,186,0.011824,13180
8874,3,39,0.011818,13180
8875,5,30,0.011812,13180
8876,9,82,0.011806,13180
8877,11,86,0.011801,13180
8878,8,61,0.011795,13180
8879,10,106,0.011789,13180
8880,20,168,0.011783,13180
8881,15,132,0.011777,13181
8882,6,42,0.011771,13181
8883,13,134,0.011765,13181
8884,16,128,0.011759,13181
8885,12,97,0.011753,13181
8886,10,76,0.011748,13181
8887,24,215,0.011742,13181
8888,10,76,0.011736,13181
8889,19,133,0.011730,13181
8890,12,108,0.011724,13181
8891,19,180,0.011718,13181
8892,17,159,0.011712,13181
8893,15,145,0.011706,13182
8894,15,129,0.011701,13182
8895,19,145,0.011695,13182
8896,25,246,0.011689,13182
8897,8,58,0.011683,13182
8898,16,116,0.011677,13182
8899,28,247,0.011671,13183
8900,23,230,0.011666,13184
8901,15,133,0.011660,13185
8902,11,108,0.011654,13185
8903,14,96,0.011648,13185
8904,6,56,0.011642,13185
8905,13,106,0.011636,13185
8906,13,128,0.011631,13185
8907,23,201,0.011625,13185
8908,18,148,0.011619,13185
8909,18,170,0.011613,13185
8910,16,119,0.011607,13185
8911,9,86,0.011602,13185
8912,24,234,0.011596,13186
8913,8,57,0.011590,13186
8914,9,70,0.011584,13186
8915,18,143,0.011578,13186
8916,10,65,0.011573,13186
8917,12,112,0.011567,13186
8918,15,125,0.011561,13186
8919,3,36,0.011555,13186
8920,12,101,0.011549,13186
8921,13,110,0.011544,13186
8922,8,60,0.011538,13186
8923,21,167,0.011532,13187
8924,18,135,0.011526,13187
8925,16,180,0.011521,13187
8926,17,142,0.011515,13188
8927,21,192,0.011509,13188
8928,8,58,0.011503,13188
8929,23,237,0.011498,13188
8930,18,145,0.011492,13189
8931,14,92,0.011486,13189
8932,17,147,0.011480,13190
8933,11,101,0.011475,13190
8934,9,78,0.011469,13191
8935,11,81,0.011463,13191
8936,15,163,0.011457,13191
8937,18,174,0.011452,13191
8938,11,107,0.011446,13191
8939,8,51,0.011440,13191
8940,19,149,0.011435,13191
8941,19,154,0.011429,13191
8942,14,127,0.011423,13191
8943,10,76,0.011417,13191
8944,8,48,0.011412,13192
8945,23,225,0.011406,13193
8946,18,170,0.011400,13193
8947,19,155,0.011395,13193
8948,16,134,0.011389,13193
8949,19,163,0.011383,13193
8950,15,110,0.011377,13193
8951,8,74,0.011372,13193
8952,26,247,0.011366,13193
8953,17,148,0.011360,13194
8954,15,128,0.011355,13195
8955,1,12,0.011349,13195
8956,17,138,0.011343,13195
8957,15,132,0.011338,13195
8958,17,146,0.011332,13195
8959,19,150,0.011326,13196
8960,7,63,0.011321,13196
8961,15,96,0.011315,13196
8962,8,77,0.011309,13196
8963,15,144,0.011304,13196
8964,7,43,0.011298,13196
8965,10,109,0.011292,13196
8966,13,102,0.011287,13196
8967,15,139,0.011281,13196
8968,12,83,0.011276,13196
8969,13,125,0.011270,13196
8970,11,99,0.011264,13196
8971,16,116,0.011259,13196
8972,19,167,0.011253,13196
8973,17,137,0.011247,13197
8974,13,100,0.011242,13198
8975,14,112,0.011236,13198
8976,21,217,0.011230,13198
8977,15,130,0.011225,13198
8978,11,119,0.011219,13198
8979,8,42,0.011214,13198
8980,16,148,0.011208,13199
8981,15,98,0.011202,13199
8982,35,355,0.011197,13199
8983,11,76,0.011191,13199
8984,23,169,0.011186,13199
8985,4,34,0.011180,13199
8986,17,147,0.011174,13199
8987,16,103,0.011169,13200
8988,7,44,0.011163,13200
8989,14,124,0.011158,13200
8990,14,117,0.011152,13200
8991,16,150,0.011147,13200
8992,11,63,0.011141,13200
8993,20,216,0.011135,13201
8994,16,125,0.011130,13201
8995,18,162,0.011124,13201
8996,18,126,0.011119,13201
8997,16,144,0.011113,13201
8998,20,157,0.011108,13201
8999,14,139,0.011102,13201
9000,17,155,0.011097,13201
9001,20,166,0.011091,13201
9002,7,53,0.011085,13201
9003,10,80,0.011080,13201
9004,17,163,0.011074,13201
9005,14,91,0.011069,13201
9006,15,114,0.011063,13201
9007,24,228,0.011058,13201
9008,5,42,0.011052,13201
9009,7,34,0.011047,13201
9010,29,239,0.011041,13202
9011,2,19,0.011036,13202
9012,12,93,0.011030,13202
9013,12,106,0.011025,13202
9014,13,106,0.011019,13203
9015,19,113,0.011014,13203
9016,19,141,0.011008,13203
9017,8,66,0.011003,13203
9018,6,40,0.010997,13203
9019,18,155,0.010992,13203
9020,15,138,0.010986,13203
9021,16,117,0.010981,13203
9022,11,89,0.010975,13204
9023,14,128,0.010970,13204
9024,14,146,0.010964,13204
9025,10,76,0.010959,13204
9026,14,145,0.010953,13204
9027,10,94,0.010948,13204
9028,12,70,0.010942,13204
9029,20,167,0.010937,13204
9030,18,162,0.010931,13204
9031,9,68,0.010926,13204
9032,0,8,0.010920,13204
9033,4,42,0.010915,13204
9034,14,82,0.010909,13204
9035,34,283,0.010904,13204
9036,21,153,0.010899,13204
9037,14,127,0.010893,13204
9038,12,118,0.010888,13204
9039,15,126,0.010882,13204
9040,17,122,0.010877,13205
9041,10,75,0.010871,13205
9042,16,97,0.010866,13205
9043,18,165,0.010860,13205
9044,18,173,0.010855,13205
9045,16,191,0.010850,13205
9046,18,159,0.010844,13205
9047,13,126,0.010839,13205
9048,18,164,0.010833,13207
9049,8,64,0.010828,13207
9050,3,44,0.010822,13207
9051,21,218,0.010817,13207
9052,14,109,0.010812,13207
9053,14,113,0.010806,13207
9054,17,108,0.010801,13207
9055,1,11,0.010795,13207
9056,8,63,0.010790,13207
9057,8,51,0.010785,13207
9058,15,117,0.010779,13207
9059,10,97,0.010774,13207
9060,6,65,0.010768,13207
9061,14,97,0.010763,13207
9062,17,125,0.010758,13207
9063,15,125,0.010752,13207
9064,11,72,0.010747,13207
9065,27,214,0.010742,13207
9066,6,43,0.010736,13207
9067,4,20,0.010731,13207
9068,17,127,0.010725,13207
9069,25,188,0.010720,13207
9070,9,82,0.010715,13207
9071,12,121,0.010709,13207
9072,14,132,0.010704,13207
9073,6,55,0.010699,13207
9074,16,128,0.010693,13207
9075,16,162,0.010688,13207
9076,13,94,0.010683,13207
9077,12,101,0.010677,13207
9078,12,96,0.010672,13207
9079,13,106,0.010667,13207
9080,19,148,0.010661,13207
9081,24,213,0.010656,13207
9082,16,130,0.010651,13207
9083,5,30,0.010645,13207
9084,22,189,0.010640,13207
9085,17,151,0.010635,13208
9086,14,138,0.010629,13208
9087,9,80,0.010624,13208
9088,10,59,0.010619,13208
9089,3,24,0.010613,13208
9090,11,94,0.010608,13208
9091,11,108,0.010603,13209
9092,15,150,0.010598,13210
9093,12,95,0.010592,13211
9094,15,130,0.010587,13211
9095,4,29,0.010582,13211
9096,16,143,0.010576,13211
9097,22,176,0.010571,13212
9098,16,132,0.010566,13212
9099,16,134,0.010560,13212
9100,1,14,0.010555,13212
9101,4,22,0.010550,13212
9102,15,123,0.010545,13212
9103,11,86,0.010539,13212
9104,18,124,0.010534,13212
9105,13,110,0.010529,13212
9106,18,120,0.010524,13212
9107,13,78,0.010518,13212
9108,18,194,0.010513,13212
9109,12,92,0.010508,13212
9110,10,86,0.010503,13212
9111,6,56,0.010497,13212
9112,9,66,0.010492,13212
9113,18,163,0.010487,13213
9114,16,101,0.010482,13213
9115,10,68,0.010476,13213
9116,13,94,0.010471,13213
9117,6,33,0.010466,13214
9118,16,145,0.010461,13214
9119,25,212,0.010455,13214
9120,18,165,0.010450,13214
9121,17,143,0.010445,13214
9122,17,150,0.010440,13214
9123,18,159,0.010434,13215
9124,4,29,0.010429,13215
9125,13,112,0.010424,13215
9126,15,106,0.010419,13215
9127,19,120,0.010414,13215
9128,9,60,0.010408,13215
9129,13,149,0.010403,13215
9130,17,145,0.010398,13215
9131,7,42,0.010393,13215
9132,15,140,0.010388,13215
9133,18,174,0.010382,13215
9134,23,197,0.010377,13215
9135,8,68,0.010372,13215
9136,23,226,0.010367,13215
9137,11,107,0.010362,13215
9138,13,90,0.010356,13215
9139,23,162,0.010351,13215
9140,18,134,0.010346,13215
9141,19,132,0.010341,13215
9142,19,143,0.010336,13215
9143,19,149,0.010331,13215
9144,18,196,0.010325,13215
9145,16,124,0.010320,13215
9146,14,130,0.010315,13215
9147,7,44,0.010310,13215
9148,8,76,0.010305,13215
9149,21,169,0.010300,13215
9150,19,125,0.010295,13216
9151,17,152,0.010289,13216
9152,14,127,0.010284,13216
9153,7,59,0.010279,13216
