epizod,wynik,kroki,epsilon,rozmiar_pamięci,średnia_strata
1188,14,117,0.010000,20000,10.088242
1189,29,199,0.010000,20000,11.286728
1190,21,178,0.010000,20000,10.518468
1191,25,190,0.010000,20000,11.691546
1192,28,222,0.010000,20000,11.091531
1193,8,68,0.010000,20000,9.564566
1194,9,62,0.010000,20000,12.166882
1195,12,95,0.010000,20000,10.953741
1196,25,242,0.010000,20000,11.140602
1197,23,188,0.010000,20000,8.526747
1198,18,120,0.010000,20000,10.130677
1199,16,149,0.010000,20000,8.660731
1200,11,90,0.010000,20000,12.104472
1201,13,103,0.010000,20000,13.278335
1202,14,144,0.010000,20000,12.253786
1203,10,77,0.010000,20000,8.935385
1204,19,148,0.010000,20000,11.328755
1205,14,90,0.010000,20000,12.342985
1206,4,53,0.010000,20000,8.972135
1207,22,169,0.010000,20000,13.545679
1208,12,128,0.010000,20000,13.012840
1209,28,274,0.010000,20000,11.725124
1210,7,59,0.010000,20000,11.337321
1211,14,123,0.010000,20000,10.964064
1212,15,138,0.010000,20000,11.479518
1213,2,25,0.010000,20000,13.299014
1214,26,244,0.010000,20000,12.479167
1215,19,163,0.010000,20000,10.871272
1216,12,97,0.010000,20000,10.744256
1217,14,98,0.010000,20000,10.926985
1218,18,153,0.010000,20000,10.739724
1219,18,143,0.010000,20000,12.663939
1220,18,181,0.010000,20000,12.323120
1221,18,157,0.010000,20000,10.870537
1222,24,184,0.010000,20000,11.357784
1223,18,130,0.010000,20000,10.928026
1224,30,248,0.010000,20000,13.725206
1225,17,120,0.010000,20000,12.278667
1226,27,199,0.010000,20000,12.941139
1227,17,151,0.010000,20000,13.308155
1228,18,140,0.010000,20000,12.562923
1229,10,56,0.010000,20000,10.961479
1230,15,131,0.010000,20000,12.262261
1231,17,125,0.010000,20000,12.064176
1232,14,95,0.010000,20000,12.001788
1233,12,86,0.010000,20000,11.465441
1234,7,58,0.010000,20000,14.342790
1235,2,13,0.010000,20000,6.241575
1236,17,147,0.010000,20000,10.836910
1237,4,28,0.010000,20000,9.241371
1238,19,175,0.010000,20000,9.947201
1239,10,64,0.010000,20000,13.200627
1240,15,123,0.010000,20000,12.495308
1241,9,68,0.010000,20000,12.008104
1242,12,97,0.010000,20000,11.915335
1243,28,254,0.010000,20000,11.549522
1244,19,158,0.010000,20000,9.285985
1245,17,131,0.010000,20000,11.072807
1246,13,82,0.010000,20000,12.738044
1247,11,83,0.010000,20000,13.559733
1248,20,161,0.010000,20000,12.245312
1249,14,100,0.010000,20000,13.237200
1250,16,115,0.010000,20000,12.513648
1251,16,127,0.010000,20000,11.630340
1252,10,66,0.010000,20000,12.795896
1253,16,108,0.010000,20000,13.249853
1254,26,238,0.010000,20000,11.230192
1255,5,27,0.010000,20000,15.822756
1256,22,162,0.010000,20000,11.680878
1257,29,236,0.010000,20000,11.394571
1258,20,140,0.010000,20000,12.140400
1259,22,204,0.010000,20000,13.263992
1260,13,113,0.010000,20000,12.928420
1261,12,102,0.010000,20000,13.446332
1262,16,125,0.010000,20000,13.553432
1263,20,161,0.010000,20000,13.704781
1264,17,131,0.010000,20000,12.220797
1265,8,44,0.010000,20000,10.214414
1266,11,103,0.010000,20000,15.299011
1267,27,242,0.010000,20000,12.088362
1268,17,127,0.010000,20000,13.812550
1269,6,30,0.010000,20000,11.341545
1270,12,70,0.010000,20000,13.796925
1271,20,141,0.010000,20000,12.379611
1272,17,129,0.010000,20000,13.427017
1273,25,211,0.010000,20000,13.047615
1274,23,199,0.010000,20000,11.504509
1275,24,195,0.010000,20000,12.843845
1276,11,71,0.010000,20000,13.779634
1277,6,34,0.010000,20000,11.269435
1278,15,133,0.010000,20000,14.507016
1279,21,163,0.010000,20000,11.723566
1280,11,123,0.010000,20000,12.132613
1281,10,79,0.010000,20000,11.822525
1282,13,94,0.010000,20000,12.115796
1283,10,92,0.010000,20000,14.273684
1284,15,110,0.010000,20000,12.460317
1285,10,73,0.010000,20000,13.120715
1286,15,154,0.010000,20000,14.580600
1287,16,105,0.010000,20000,13.685366
1288,2,15,0.010000,20000,13.018090
1289,11,61,0.010000,20000,12.932214
1290,14,125,0.010000,20000,13.622547
1291,14,117,0.010000,20000,13.081434
1292,12,95,0.010000,20000,13.874279
1293,29,231,0.010000,20000,13.163566
1294,18,158,0.010000,20000,13.919641
1295,12,96,0.010000,20000,11.548401
1296,27,229,0.010000,20000,12.725476
1297,13,113,0.010000,20000,12.557498
1298,22,160,0.010000,20000,13.560802
1299,12,103,0.010000,20000,10.056466
1300,20,145,0.010000,20000,12.160961
1301,13,95,0.010000,20000,13.305006
1302,27,235,0.010000,20000,12.294087
1303,19,161,0.010000,20000,11.338327
1304,11,102,0.010000,20000,13.603618
1305,11,81,0.010000,20000,11.646526
1306,14,104,0.010000,20000,12.377122
1307,23,206,0.010000,20000,14.948414
1308,10,77,0.010000,20000,14.069842
1309,18,130,0.010000,20000,13.711965
1310,27,225,0.010000,20000,13.448476
1311,18,170,0.010000,20000,12.616849
1312,15,133,0.010000,20000,10.178546
1313,31,294,0.010000,20000,12.404455
1314,17,140,0.010000,20000,12.844518
1315,2,15,0.010000,20000,10.915560
1316,16,112,0.010000,20000,11.813923
1317,16,158,0.010000,20000,13.895012
1318,18,122,0.010000,20000,11.744645
1319,12,115,0.010000,20000,11.026508
1320,9,59,0.010000,20000,10.200149
1321,11,78,0.010000,20000,10.493477
1322,18,145,0.010000,20000,9.942180
1323,17,129,0.010000,20000,10.273632
1324,16,117,0.010000,20000,12.649726
1325,6,41,0.010000,20000,13.137519
1326,10,86,0.010000,20000,11.866019
1327,20,151,0.010000,20000,12.113536
1328,17,137,0.010000,20000,10.732229
1329,19,160,0.010000,20000,9.956743
1330,18,124,0.010000,20000,12.417355
1331,13,115,0.010000,20000,12.251581
1332,20,156,0.010000,20000,11.991628
1333,18,138,0.010000,20000,11.126952
1334,8,48,0.010000,20000,10.590044
1335,27,286,0.010000,20000,11.610131
1336,15,107,0.010000,20000,12.556398
1337,9,74,0.010000,20000,11.306274
1338,13,106,0.010000,20000,12.436235
1339,19,151,0.010000,20000,12.173660
1340,11,82,0.010000,20000,8.697597
1341,18,159,0.010000,20000,11.582207
1342,24,177,0.010000,20000,11.706796
1343,6,47,0.010000,20000,11.743562
1344,13,89,0.010000,20000,10.302036
1345,22,162,0.010000,20000,12.153977
1346,22,206,0.010000,20000,12.989398
1347,18,154,0.010000,20000,12.010123
1348,20,142,0.010000,20000,11.005094
1349,17,141,0.010000,20000,12.776031
1350,25,225,0.010000,20000,11.304144
1351,29,217,0.010000,20000,10.994898
1352,29,242,0.010000,20000,11.633262
1353,14,101,0.010000,20000,13.706484
1354,4,51,0.010000,20000,12.974538
1355,22,214,0.010000,20000,9.834918
1356,18,150,0.010000,20000,12.629928
1357,13,93,0.010000,20000,11.215396
1358,18,143,0.010000,20000,12.028442
1359,9,54,0.010000,20000,13.250485
1360,24,164,0.010000,20000,12.176925
1361,20,139,0.010000,20000,12.691570
1362,12,118,0.010000,20000,10.250228
1363,28,263,0.010000,20000,12.685536
1364,21,171,0.010000,20000,12.729285
1365,40,319,0.010000,20000,11.577876
1366,11,96,0.010000,20000,10.714811
1367,16,107,0.010000,20000,12.034597
1368,14,89,0.010000,20000,12.071696
1369,26,238,0.010000,20000,13.922625
1370,13,106,0.010000,20000,14.341737
1371,13,83,0.010000,20000,12.536096
1372,16,124,0.010000,20000,16.188359
1373,20,163,0.010000,20000,12.568473
1374,21,170,0.010000,20000,12.698182
1375,15,123,0.010000,20000,11.645061
1376,16,115,0.010000,20000,12.867733
1377,21,172,0.010000,20000,11.142452
1378,27,200,0.010000,20000,11.770070
1379,15,122,0.010000,20000,9.562749
1380,19,142,0.010000,20000,13.153483
1381,23,183,0.010000,20000,12.142738
1382,13,92,0.010000,20000,11.270855
1383,16,99,0.010000,20000,12.921884
1384,14,98,0.010000,20000,13.528252
1385,10,68,0.010000,20000,11.273795
1386,12,110,0.010000,20000,10.933981
1387,3,22,0.010000,20000,14.958090
1388,9,67,0.010000,20000,10.808566
1389,1,13,0.010000,20000,5.542965
1390,25,225,0.010000,20000,11.201679
1391,14,135,0.010000,20000,12.260325
1392,20,123,0.010000,20000,11.690303
1393,10,77,0.010000,20000,12.766882
1394,12,94,0.010000,20000,13.799524
1395,10,72,0.010000,20000,12.864548
1396,19,137,0.010000,20000,12.605913
1397,18,166,0.010000,20000,12.986427
1398,5,44,0.010000,20000,12.668699
1399,13,75,0.010000,20000,11.135696
1400,28,241,0.010000,20000,11.851289
1401,24,173,0.010000,20000,11.694237
1402,5,35,0.010000,20000,10.112640
1403,14,113,0.010000,20000,13.064640
1404,15,91,0.010000,20000,12.452850
1405,19,206,0.010000,20000,12.190304
1406,12,115,0.010000,20000,11.426875
1407,18,146,0.010000,20000,13.671766
1408,12,109,0.010000,20000,12.321077
1409,11,103,0.010000,20000,13.500384
1410,8,52,0.010000,20000,11.159228
1411,19,162,0.010000,20000,11.494932
1412,26,216,0.010000,20000,11.595754
1413,11,74,0.010000,20000,11.540413
1414,16,99,0.010000,20000,13.048469
1415,22,152,0.010000,20000,11.701386
1416,15,128,0.010000,20000,11.317185
1417,17,116,0.010000,20000,12.773067
1418,14,117,0.010000,20000,12.193096
1419,19,142,0.010000,20000,11.329292
1420,18,140,0.010000,20000,11.461221
1421,11,123,0.010000,20000,13.085456
1422,20,169,0.010000,20000,11.682172
1423,9,62,0.010000,20000,15.298546
1424,17,128,0.010000,20000,11.969335
1425,21,185,0.010000,20000,11.454147
1426,3,33,0.010000,20000,11.618898
1427,15,109,0.010000,20000,11.729351
1428,17,155,0.010000,20000,11.402010
1429,8,92,0.010000,20000,12.881186
1430,14,117,0.010000,20000,11.879576
1431,10,91,0.010000,20000,12.587001
1432,14,94,0.010000,20000,12.220762
1433,4,31,0.010000,20000,10.314059
1434,10,78,0.010000,20000,10.992939
1435,9,72,0.010000,20000,11.143584
1436,13,86,0.010000,20000,12.050226
1437,12,87,0.010000,20000,12.013838
1438,12,95,0.010000,20000,14.809308
1439,35,322,0.010000,20000,12.192192
1440,20,186,0.010000,20000,12.546107
1441,13,89,0.010000,20000,11.938000
1442,17,125,0.010000,20000,12.159061
1443,22,191,0.010000,20000,12.485898
1444,16,97,0.010000,20000,12.489630
1445,5,50,0.010000,20000,11.157060
1446,9,53,0.010000,20000,10.616298
1447,11,61,0.010000,20000,14.410538
1448,10,70,0.010000,20000,12.247258
1449,22,194,0.010000,20000,11.480867
1450,25,218,0.010000,20000,13.598859
1451,16,136,0.010000,20000,14.868236
1452,16,97,0.010000,20000,12.916734
1453,28,251,0.010000,20000,12.876248
1454,17,148,0.010000,20000,11.099465
1455,8,55,0.010000,20000,11.836087
1456,15,112,0.010000,20000,12.553090
1457,14,98,0.010000,20000,13.351078
1458,18,187,0.010000,20000,11.154776
1459,19,125,0.010000,20000,9.592366
1460,18,170,0.010000,20000,9.480484
1461,18,141,0.010000,20000,12.309803
1462,8,63,0.010000,20000,10.520465
1463,24,173,0.010000,20000,11.239562
1464,19,125,0.010000,20000,12.449037
1465,28,209,0.010000,20000,12.428278
1466,8,60,0.010000,20000,11.052249
1467,29,207,0.010000,20000,11.643403
1468,12,92,0.010000,20000,13.795785
1469,9,70,0.010000,20000,11.245975
1470,12,75,0.010000,20000,12.762221
1471,27,182,0.010000,20000,13.032324
1472,10,74,0.010000,20000,11.752840
1473,16,131,0.010000,20000,12.800762
1474,25,234,0.010000,20000,13.725552
1475,12,103,0.010000,20000,13.184003
1476,15,129,0.010000,20000,13.055196
1477,14,118,0.010000,20000,12.666207
1478,22,170,0.010000,20000,13.144175
1479,20,161,0.010000,20000,12.760615
1480,12,93,0.010000,20000,12.597550
1481,18,135,0.010000,20000,10.038723
1482,16,155,0.010000,20000,13.903082
1483,6,57,0.010000,20000,17.956072
1484,14,128,0.010000,20000,12.719045
1485,10,84,0.010000,20000,11.678241
1486,6,25,0.010000,20000,12.379296
1487,13,100,0.010000,20000,10.890386
1488,11,66,0.010000,20000,12.487930
1489,24,206,0.010000,20000,12.912634
1490,11,67,0.010000,20000,12.306269
1491,6,51,0.010000,20000,15.949714
1492,8,50,0.010000,20000,11.003169
1493,21,182,0.010000,20000,14.993522
1494,4,38,0.010000,20000,7.760549
1495,21,153,0.010000,20000,13.498334
1496,8,58,0.010000,20000,12.439825
1497,11,84,0.010000,20000,12.915140
1498,16,115,0.010000,20000,11.604468
1499,16,115,0.010000,20000,12.317750
1500,13,89,0.010000,20000,14.496769
