epizod,wynik,kroki,epsilon,rozmiar_pamięci,średnia_strata
1258,2,15,0.010000,20000,10.923606
1259,30,290,0.010000,20000,11.179136
1260,16,144,0.010000,20000,11.058726
1261,12,126,0.010000,20000,11.946179
1262,10,77,0.010000,20000,12.446073
1263,24,196,0.010000,20000,12.111315
1264,26,228,0.010000,20000,12.032716
1265,28,215,0.010000,20000,13.111853
1266,13,103,0.010000,20000,13.358024
1267,12,106,0.010000,20000,10.734071
1268,10,70,0.010000,20000,11.066079
1269,22,198,0.010000,20000,11.336890
1270,1,7,0.010000,20000,7.729456
1271,4,51,0.010000,20000,10.294884
1272,23,179,0.010000,20000,11.684279
1273,29,255,0.010000,20000,12.306798
1274,18,136,0.010000,20000,11.416222
1275,11,88,0.010000,20000,12.614275
1276,12,102,0.010000,20000,13.889204
1277,18,148,0.010000,20000,12.770809
1278,22,184,0.010000,20000,12.076221
1279,7,40,0.010000,20000,9.860614
1280,23,158,0.010000,20000,12.737304
1281,12,90,0.010000,20000,13.418479
1282,10,71,0.010000,20000,13.135885
1283,20,108,0.010000,20000,11.061127
1284,17,137,0.010000,20000,12.145447
1285,17,142,0.010000,20000,11.341540
1286,13,77,0.010000,20000,11.229424
1287,3,21,0.010000,20000,13.122455
1288,11,94,0.010000,20000,14.035240
1289,8,47,0.010000,20000,9.463576
1290,8,51,0.010000,20000,10.749933
1291,18,127,0.010000,20000,13.582006
1292,24,171,0.010000,20000,11.078896
1293,20,165,0.010000,20000,11.711746
1294,12,112,0.010000,20000,12.326084
1295,8,73,0.010000,20000,12.946886
1296,15,99,0.010000,20000,12.096860
1297,28,209,0.010000,20000,12.326086
1298,6,41,0.010000,20000,9.986400
1299,10,87,0.010000,20000,11.835931
1300,18,160,0.010000,20000,12.661813
1301,22,179,0.010000,20000,11.209640
1302,36,304,0.010000,20000,12.409755
1303,14,116,0.010000,20000,12.126458
1304,20,192,0.010000,20000,12.867172
1305,20,200,0.010000,20000,12.289019
1306,22,186,0.010000,20000,11.997763
1307,18,137,0.010000,20000,11.336602
1308,21,145,0.010000,20000,12.854203
1309,15,108,0.010000,20000,13.334980
1310,9,72,0.010000,20000,12.101421
1311,12,104,0.010000,20000,11.542285
1312,15,135,0.010000,20000,13.657590
1313,21,176,0.010000,20000,12.335333
1314,16,156,0.010000,20000,14.225281
1315,14,118,0.010000,20000,11.541166
1316,17,131,0.010000,20000,11.837579
1317,21,145,0.010000,20000,10.080946
1318,16,128,0.010000,20000,11.051782
1319,18,145,0.010000,20000,11.567980
1320,18,134,0.010000,20000,12.450937
1321,11,65,0.010000,20000,14.647871
1322,12,99,0.010000,20000,12.360028
1323,22,198,0.010000,20000,10.704098
1324,14,123,0.010000,20000,13.334841
1325,26,184,0.010000,20000,11.708887
1326,11,93,0.010000,20000,10.724759
1327,17,137,0.010000,20000,12.882033
1328,7,50,0.010000,20000,13.195096
1329,21,178,0.010000,20000,10.749073
1330,9,91,0.010000,20000,12.783011
1331,11,81,0.010000,20000,11.804239
1332,19,139,0.010000,20000,12.798244
1333,30,322,0.010000,20000,11.127252
1334,9,67,0.010000,20000,10.546383
1335,2,10,0.010000,20000,8.706330
1336,21,171,0.010000,20000,10.720960
1337,20,151,0.010000,20000,12.742208
1338,9,73,0.010000,20000,11.476745
1339,20,166,0.010000,20000,11.510204
1340,11,51,0.010000,20000,11.517232
1341,14,129,0.010000,20000,12.734117
1342,15,112,0.010000,20000,11.985999
1343,8,62,0.010000,20000,11.534341
1344,15,138,0.010000,20000,11.670122
1345,20,144,0.010000,20000,11.600188
1346,21,168,0.010000,20000,12.867926
1347,12,100,0.010000,20000,11.489539
1348,15,87,0.010000,20000,12.240680
1349,16,112,0.010000,20000,12.619006
1350,9,44,0.010000,20000,14.924441
1351,19,149,0.010000,20000,13.528109
1352,10,73,0.010000,20000,12.656535
1353,19,182,0.010000,20000,10.472291
1354,15,108,0.010000,20000,12.384773
1355,12,97,0.010000,20000,11.820197
1356,20,135,0.010000,20000,12.166627
1357,7,69,0.010000,20000,14.975452
1358,28,258,0.010000,20000,11.340033
1359,12,96,0.010000,20000,13.974671
1360,10,75,0.010000,20000,16.183027
1361,15,91,0.010000,20000,12.359149
1362,30,215,0.010000,20000,11.450647
1363,25,228,0.010000,20000,12.641405
1364,17,143,0.010000,20000,14.309945
1365,13,80,0.010000,20000,10.856397
1366,19,175,0.010000,20000,14.914004
1367,24,228,0.010000,20000,12.961803
1368,12,117,0.010000,20000,11.133685
1369,23,197,0.010000,20000,12.506604
1370,15,123,0.010000,20000,15.618679
1371,10,65,0.010000,20000,13.584847
1372,6,59,0.010000,20000,13.892548
1373,30,228,0.010000,20000,13.606511
1374,28,238,0.010000,20000,12.496283
1375,22,152,0.010000,20000,12.403546
1376,9,54,0.010000,20000,13.926689
1377,21,158,0.010000,20000,14.389542
1378,6,60,0.010000,20000,11.739263
1379,21,173,0.010000,20000,14.724244
1380,19,211,0.010000,20000,12.165382
1381,1,9,0.010000,20000,25.420063
1382,19,160,0.010000,20000,11.370100
1383,9,88,0.010000,20000,11.068805
1384,14,99,0.010000,20000,10.342722
1385,17,100,0.010000,20000,13.493579
1386,24,184,0.010000,20000,12.931615
1387,28,241,0.010000,20000,12.364118
1388,21,197,0.010000,20000,12.421501
1389,18,158,0.010000,20000,12.159286
1390,11,114,0.010000,20000,12.562697
1391,11,87,0.010000,20000,12.085035
1392,14,93,0.010000,20000,10.280362
1393,14,99,0.010000,20000,12.219841
1394,16,106,0.010000,20000,10.945471
1395,13,104,0.010000,20000,13.703859
1396,12,59,0.010000,20000,10.766320
1397,12,109,0.010000,20000,13.229162
1398,11,93,0.010000,20000,12.075417
1399,22,129,0.010000,20000,12.520366
1400,2,21,0.010000,20000,12.884353
1401,26,205,0.010000,20000,12.947273
1402,14,119,0.010000,20000,10.273247
1403,10,79,0.010000,20000,10.636058
1404,14,99,0.010000,20000,12.470413
1405,14,115,0.010000,20000,12.458979
1406,21,147,0.010000,20000,10.852137
1407,4,31,0.010000,20000,15.640119
1408,12,116,0.010000,20000,11.111129
1409,6,52,0.010000,20000,16.303351
1410,34,316,0.010000,20000,12.399287
1411,10,77,0.010000,20000,8.927419
1412,12,72,0.010000,20000,11.904787
1413,20,161,0.010000,20000,12.151440
1414,21,217,0.010000,20000,13.427914
1415,11,84,0.010000,20000,11.291327
1416,24,149,0.010000,20000,10.343404
1417,12,73,0.010000,20000,11.900079
1418,14,132,0.010000,20000,12.483816
1419,17,150,0.010000,20000,12.076228
1420,16,131,0.010000,20000,11.067642
1421,7,55,0.010000,20000,9.608100
1422,14,100,0.010000,20000,11.522775
1423,20,126,0.010000,20000,11.163440
1424,16,144,0.010000,20000,12.618937
1425,17,141,0.010000,20000,11.288273
1426,16,135,0.010000,20000,11.197048
1427,25,206,0.010000,20000,12.673139
1428,21,139,0.010000,20000,10.783796
1429,26,283,0.010000,20000,11.429102
1430,6,42,0.010000,20000,12.711754
1431,23,199,0.010000,20000,14.273787
1432,16,133,0.010000,20000,12.168418
1433,20,205,0.010000,20000,12.325717
1434,18,134,0.010000,20000,13.717468
1435,20,173,0.010000,20000,11.718460
1436,6,47,0.010000,20000,11.050263
1437,27,199,0.010000,20000,10.655454
1438,12,101,0.010000,20000,10.349242
1439,15,122,0.010000,20000,10.425247
1440,24,202,0.010000,20000,10.292189
1441,18,161,0.010000,20000,11.667321
1442,20,213,0.010000,20000,11.516085
1443,19,145,0.010000,20000,12.366643
1444,3,41,0.010000,20000,8.459867
1445,14,121,0.010000,20000,12.815686
1446,17,131,0.010000,20000,12.223577
1447,13,95,0.010000,20000,13.340187
1448,20,188,0.010000,20000,11.533013
1449,24,203,0.010000,20000,12.665965
1450,3,21,0.010000,20000,17.968357
1451,12,77,0.010000,20000,14.224179
1452,13,91,0.010000,20000,11.024607
1453,16,109,0.010000,20000,13.559464
1454,18,145,0.010000,20000,12.624115
1455,23,197,0.010000,20000,11.803227
1456,16,149,0.010000,20000,14.226813
1457,13,109,0.010000,20000,15.736756
1458,18,137,0.010000,20000,14.469521
1459,14,112,0.010000,20000,10.841536
1460,13,104,0.010000,20000,12.148144
1461,11,87,0.010000,20000,12.619971
1462,22,225,0.010000,20000,11.280427
1463,22,211,0.010000,20000,11.371265
1464,18,151,0.010000,20000,11.033476
1465,20,187,0.010000,20000,10.370568
1466,15,128,0.010000,20000,12.149031
1467,6,53,0.010000,20000,14.180908
1468,14,143,0.010000,20000,11.746091
1469,8,63,0.010000,20000,9.827654
1470,22,168,0.010000,20000,11.079409
1471,10,78,0.010000,20000,9.923302
1472,10,78,0.010000,20000,14.648794
1473,17,150,0.010000,20000,10.265113
1474,13,103,0.010000,20000,9.216821
1475,10,77,0.010000,20000,11.323834
1476,17,105,0.010000,20000,7.473696
1477,15,110,0.010000,20000,10.882256
1478,2,12,0.010000,20000,6.275636
1479,26,172,0.010000,20000,11.213600
1480,19,167,0.010000,20000,11.661239
1481,12,87,0.010000,20000,13.732515
1482,13,86,0.010000,20000,12.991592
1483,18,129,0.010000,20000,12.319705
1484,13,89,0.010000,20000,14.715350
1485,11,72,0.010000,20000,11.393048
1486,23,199,0.010000,20000,11.443430
1487,24,186,0.010000,20000,10.890111
1488,11,85,0.010000,20000,11.827790
1489,19,157,0.010000,20000,11.640449
1490,7,55,0.010000,20000,12.615658
1491,11,116,0.010000,20000,11.001087
1492,12,96,0.010000,20000,13.199592
1493,25,226,0.010000,20000,11.604297
1494,18,150,0.010000,20000,12.756753
1495,24,194,0.010000,20000,10.482114
1496,15,96,0.010000,20000,13.064793
1497,27,241,0.010000,20000,11.997014
1498,21,151,0.010000,20000,13.105835
1499,6,30,0.010000,20000,13.400230
1500,15,127,0.010000,20000,12.587989
