epizod,wynik,kroki,epsilon,rozmiar_tablicy_q
1,0,20,0.999500,17
2,0,9,0.999000,22
3,0,11,0.998501,32
4,0,10,0.998001,38
5,0,24,0.997502,47
6,1,24,0.997004,65
7,0,26,0.996505,83
8,1,33,0.996007,103
9,1,11,0.995509,107
10,0,32,0.995011,122
11,0,8,0.994514,127
12,0,34,0.994016,142
13,0,6,0.993519,142
14,0,9,0.993023,142
15,0,9,0.992526,146
16,0,7,0.992030,150
17,0,6,0.991534,151
18,0,12,0.991038,160
19,0,12,0.990543,170
20,0,15,0.990047,174
21,0,14,0.989552,180
22,0,14,0.989058,185
23,0,11,0.988563,191
24,1,60,0.988069,223
25,0,14,0.987575,228
26,2,33,0.987081,246
27,0,12,0.986587,253
28,0,7,0.986094,254
29,0,16,0.985601,262
30,0,9,0.985108,263
31,0,12,0.984616,265
32,0,9,0.984123,267
33,0,10,0.983631,268
34,1,14,0.983140,273
35,0,18,0.982648,274
36,0,9,0.982157,276
37,0,26,0.981666,278
38,0,9,0.981175,279
39,1,12,0.980684,280
40,0,9,0.980194,280
41,0,18,0.979704,280
42,1,21,0.979214,294
43,0,27,0.978724,302
44,0,9,0.978235,305
45,0,19,0.977746,312
46,1,54,0.977257,329
47,1,32,0.976768,341
48,0,20,0.976280,344
49,1,20,0.975792,348
50,0,7,0.975304,349
51,0,16,0.974816,354
52,0,15,0.974329,356
53,0,21,0.973842,356
54,0,7,0.973355,356
55,0,7,0.972868,356
56,0,100,0.972382,362
57,0,25,0.971895,365
58,0,16,0.971409,368
59,0,14,0.970924,373
60,0,12,0.970438,375
61,1,12,0.969953,380
62,0,8,0.969468,381
63,0,8,0.968983,381
64,0,5,0.968499,382
65,1,54,0.968015,402
66,0,18,0.967531,403
67,0,20,0.967047,405
68,0,8,0.966563,405
69,0,7,0.966080,406
70,0,10,0.965597,406
71,0,8,0.965114,406
72,0,8,0.964632,409
73,0,40,0.964149,414
74,0,19,0.963667,414
75,0,25,0.963185,416
76,0,17,0.962704,417
77,1,42,0.962222,431
78,0,50,0.961741,432
79,0,7,0.961260,434
80,0,39,0.960780,438
81,0,20,0.960299,439
82,0,9,0.959819,440
83,0,13,0.959339,441
84,0,10,0.958860,441
85,0,6,0.958380,441
86,0,29,0.957901,442
87,0,13,0.957422,445
88,0,41,0.956943,449
89,0,6,0.956465,449
90,0,18,0.955987,449
91,0,21,0.955509,452
92,0,8,0.955031,452
93,0,10,0.954553,452
94,0,7,0.954076,452
95,0,6,0.953599,453
96,0,8,0.953122,453
97,0,21,0.952646,455
98,0,20,0.952169,457
99,0,21,0.951693,460
100,0,12,0.951218,462
101,0,14,0.950742,462
102,0,27,0.950267,463
103,0,54,0.949791,470
104,0,37,0.949317,474
105,0,10,0.948842,474
106,1,17,0.948367,474
107,2,26,0.947893,484
108,0,17,0.947419,490
109,0,30,0.946946,494
110,0,13,0.946472,496
111,0,10,0.945999,497
112,1,50,0.945526,501
113,0,47,0.945053,502
114,1,30,0.944581,509
115,0,17,0.944108,509
116,1,81,0.943636,512
117,0,13,0.943164,513
118,0,22,0.942693,513
119,0,29,0.942222,513
120,0,9,0.941750,514
121,0,31,0.941280,517
122,0,22,0.940809,518
123,0,29,0.940338,523
124,0,12,0.939868,523
125,0,49,0.939398,524
126,0,11,0.938929,525
127,0,6,0.938459,525
128,0,8,0.937990,525
129,0,12,0.937521,528
130,0,12,0.937052,528
131,0,7,0.936584,528
132,0,12,0.936115,528
133,1,8,0.935647,531
134,0,19,0.935180,531
135,0,10,0.934712,533
136,0,11,0.934245,534
137,0,11,0.933777,534
138,0,11,0.933311,536
139,0,14,0.932844,537
140,1,52,0.932377,548
141,1,37,0.931911,556
142,0,6,0.931445,556
143,0,29,0.930980,558
144,1,19,0.930514,562
145,1,26,0.930049,565
146,0,10,0.929584,565
147,0,25,0.929119,568
148,1,11,0.928655,569
149,0,11,0.928190,569
150,0,12,0.927726,569
151,0,50,0.927262,572
152,0,6,0.926799,573
153,0,48,0.926335,575
154,1,19,0.925872,575
155,0,38,0.925409,575
156,1,11,0.924946,577
157,1,41,0.924484,586
158,1,11,0.924022,586
159,0,30,0.923560,589
160,0,8,0.923098,589
161,0,10,0.922636,590
162,0,13,0.922175,590
163,0,10,0.921714,591
164,0,26,0.921253,592
165,0,9,0.920792,592
166,0,42,0.920332,592
167,1,17,0.919872,595
168,0,27,0.919412,595
169,0,22,0.918952,598
170,0,45,0.918493,601
171,0,17,0.918034,601
172,0,7,0.917574,602
173,0,24,0.917116,608
174,0,35,0.916657,611
175,0,7,0.916199,611
176,0,8,0.915741,612
177,0,12,0.915283,612
178,0,38,0.914825,614
179,0,36,0.914368,614
180,0,17,0.913911,614
181,0,22,0.913454,614
182,0,17,0.912997,614
183,0,35,0.912540,617
184,0,10,0.912084,617
185,1,18,0.911628,621
186,0,30,0.911172,623
187,0,37,0.910717,623
188,2,28,0.910261,630
189,1,22,0.909806,633
190,0,26,0.909351,633
191,0,9,0.908897,633
192,0,20,0.908442,636
193,1,41,0.907988,642
194,1,15,0.907534,644
195,0,16,0.907080,647
196,1,16,0.906627,647
197,0,18,0.906173,649
198,0,29,0.905720,653
199,1,33,0.905267,659
200,1,17,0.904815,659
201,0,10,0.904362,659
202,0,23,0.903910,661
203,0,7,0.903458,661
204,0,25,0.903007,664
205,0,6,0.902555,665
206,0,45,0.902104,667
207,0,26,0.901653,667
208,0,27,0.901202,667
209,0,9,0.900751,667
210,0,7,0.900301,667
211,1,46,0.899851,671
212,0,17,0.899401,675
213,1,15,0.898951,677
214,0,7,0.898502,677
215,0,15,0.898052,677
216,1,19,0.897603,679
217,0,22,0.897155,679
218,0,19,0.896706,679
219,0,12,0.896258,679
220,0,8,0.895809,679
221,1,22,0.895362,684
222,0,10,0.894914,684
223,0,17,0.894466,687
224,1,33,0.894019,690
225,1,19,0.893572,690
226,0,35,0.893125,690
227,2,16,0.892679,693
228,0,7,0.892233,693
229,0,13,0.891786,693
230,0,14,0.891341,693
231,0,58,0.890895,693
232,0,29,0.890449,693
233,0,16,0.890004,693
234,1,52,0.889559,694
235,0,20,0.889114,694
236,0,17,0.888670,694
237,0,53,0.888225,694
238,0,18,0.887781,694
239,0,30,0.887337,694
240,0,36,0.886894,697
241,0,7,0.886450,697
242,0,7,0.886007,697
243,0,8,0.885564,697
244,0,19,0.885121,697
245,1,41,0.884679,699
246,0,14,0.884236,699
247,2,116,0.883794,725
248,0,7,0.883352,725
249,0,17,0.882911,726
250,0,5,0.882469,726
251,0,11,0.882028,726
252,0,14,0.881587,726
253,0,10,0.881146,726
254,1,100,0.880706,735
255,0,15,0.880265,738
256,0,11,0.879825,738
257,0,10,0.879385,738
258,0,16,0.878946,739
259,0,28,0.878506,739
260,0,21,0.878067,739
261,0,7,0.877628,739
262,3,32,0.877189,754
263,1,19,0.876750,756
264,0,49,0.876312,757
265,1,18,0.875874,758
266,0,28,0.875436,760
267,0,10,0.874998,760
268,0,31,0.874561,760
269,1,8,0.874123,761
270,0,80,0.873686,762
271,0,9,0.873250,763
272,1,29,0.872813,764
273,1,47,0.872377,770
274,0,17,0.871940,770
275,0,17,0.871504,770
276,2,15,0.871069,774
277,0,83,0.870633,774
278,0,11,0.870198,774
279,0,25,0.869763,776
280,1,45,0.869328,780
281,1,16,0.868893,783
282,2,70,0.868459,795
283,0,7,0.868024,795
284,1,21,0.867590,800
285,1,47,0.867157,801
286,0,12,0.866723,801
287,1,15,0.866290,802
288,0,21,0.865857,802
289,0,11,0.865424,802
290,0,6,0.864991,802
291,1,36,0.864558,805
292,0,51,0.864126,806
293,0,9,0.863694,806
294,1,76,0.863262,806
295,0,11,0.862831,806
296,1,25,0.862399,811
297,1,10,0.861968,813
298,0,15,0.861537,813
299,0,32,0.861106,815
300,1,71,0.860676,816
301,0,29,0.860245,817
302,0,29,0.859815,818
303,0,21,0.859385,818
304,0,18,0.858956,818
305,0,18,0.858526,818
306,0,9,0.858097,818
307,1,43,0.857668,818
308,0,23,0.857239,818
309,0,57,0.856810,818
310,1,20,0.856382,821
311,0,36,0.855954,823
312,0,22,0.855526,825
313,0,39,0.855098,825
314,1,48,0.854671,834
315,0,23,0.854243,834
316,0,48,0.853816,837
317,0,22,0.853389,837
318,0,10,0.852962,837
319,0,20,0.852536,837
320,0,20,0.852110,837
321,0,12,0.851684,837
322,0,8,0.851258,837
323,1,21,0.850832,837
324,0,28,0.850407,837
325,0,19,0.849982,837
326,0,26,0.849557,838
327,0,21,0.849132,838
328,0,39,0.848707,839
329,0,25,0.848283,839
330,1,52,0.847859,842
331,0,8,0.847435,842
332,0,45,0.847011,842
333,0,23,0.846588,842
334,0,38,0.846164,846
335,0,18,0.845741,846
336,0,9,0.845318,846
337,0,11,0.844896,847
338,0,18,0.844473,847
339,2,28,0.844051,856
340,0,31,0.843629,856
341,1,12,0.843207,856
342,0,22,0.842786,856
343,1,14,0.842364,857
344,1,47,0.841943,861
345,2,36,0.841522,864
346,1,34,0.841101,864
347,1,73,0.840681,868
348,2,37,0.840260,876
349,1,9,0.839840,876
350,1,22,0.839420,876
351,2,34,0.839001,877
352,0,5,0.838581,877
353,0,21,0.838162,877
354,0,14,0.837743,877
355,1,17,0.837324,880
356,0,22,0.836905,880
357,1,9,0.836487,880
358,0,23,0.836068,881
359,2,22,0.835650,887
360,0,16,0.835233,887
361,0,11,0.834815,887
362,0,13,0.834398,887
363,0,9,0.833980,889
364,0,12,0.833563,889
365,0,65,0.833147,890
366,0,23,0.832730,890
367,1,32,0.832314,891
368,1,29,0.831898,893
369,0,53,0.831482,893
370,0,34,0.831066,893
371,0,8,0.830650,893
372,1,63,0.830235,895
373,1,14,0.829820,895
374,0,12,0.829405,895
375,0,16,0.828990,895
376,0,17,0.828576,895
377,0,16,0.828161,895
378,0,59,0.827747,896
379,1,31,0.827334,898
380,0,17,0.826920,900
381,0,11,0.826506,900
382,1,17,0.826093,902
383,0,25,0.825680,902
384,1,27,0.825267,902
385,0,10,0.824855,902
386,0,10,0.824442,902
387,0,13,0.824030,902
388,1,13,0.823618,902
389,2,17,0.823206,907
390,2,47,0.822795,912
391,0,37,0.822383,912
392,1,43,0.821972,915
393,1,71,0.821561,917
394,1,20,0.821150,917
395,0,9,0.820740,917
396,1,36,0.820329,919
397,0,24,0.819919,919
398,0,49,0.819509,920
399,0,9,0.819099,920
400,1,13,0.818690,921
401,0,30,0.818280,921
402,0,15,0.817871,921
403,0,11,0.817462,922
404,1,22,0.817054,923
405,1,21,0.816645,923
406,0,13,0.816237,923
407,0,9,0.815829,923
408,1,12,0.815421,923
409,0,25,0.815013,924
410,1,36,0.814606,925
411,0,14,0.814198,925
412,1,27,0.813791,925
413,0,56,0.813384,925
414,0,32,0.812978,925
415,0,26,0.812571,926
416,2,37,0.812165,940
417,1,7,0.811759,940
418,1,59,0.811353,942
419,0,24,0.810947,943
420,0,44,0.810542,943
421,1,16,0.810136,943
422,1,37,0.809731,943
423,0,20,0.809326,943
424,0,11,0.808922,943
425,0,29,0.808517,944
426,0,19,0.808113,944
427,0,8,0.807709,944
428,0,21,0.807305,944
429,0,8,0.806902,944
430,0,20,0.806498,944
431,0,21,0.806095,944
432,0,9,0.805692,944
433,0,18,0.805289,944
434,2,29,0.804886,950
435,0,11,0.804484,950
436,1,19,0.804082,950
437,0,33,0.803680,950
438,0,15,0.803278,950
439,1,36,0.802876,952
440,0,8,0.802475,952
441,1,23,0.802073,954
442,0,24,0.801672,954
443,2,38,0.801272,959
444,0,17,0.800871,959
445,1,44,0.800470,962
446,1,29,0.800070,962
447,0,14,0.799670,962
448,2,46,0.799270,966
449,0,13,0.798871,966
450,0,10,0.798471,966
451,1,59,0.798072,967
452,0,24,0.797673,967
453,0,30,0.797274,967
454,1,29,0.796876,968
455,0,19,0.796477,968
456,0,13,0.796079,968
457,0,22,0.795681,968
458,1,24,0.795283,971
459,0,13,0.794885,971
460,1,12,0.794488,971
461,0,35,0.794091,971
462,0,10,0.793694,971
463,1,30,0.793297,973
464,1,20,0.792900,975
465,1,35,0.792504,975
466,2,43,0.792107,977
467,1,24,0.791711,978
468,0,8,0.791316,978
469,0,20,0.790920,978
470,0,25,0.790524,978
471,1,12,0.790129,979
472,1,57,0.789734,982
473,0,13,0.789339,983
474,1,18,0.788945,983
475,1,81,0.788550,986
476,0,28,0.788156,987
477,0,45,0.787762,987
478,2,51,0.787368,995
479,0,19,0.786974,996
480,2,65,0.786581,1007
481,0,33,0.786187,1007
482,0,10,0.785794,1007
483,0,9,0.785401,1007
484,0,44,0.785009,1007
485,2,20,0.784616,1010
486,0,68,0.784224,1012
487,0,32,0.783832,1012
488,0,22,0.783440,1013
489,0,18,0.783048,1014
490,0,14,0.782657,1014
491,0,7,0.782265,1014
492,0,37,0.781874,1014
493,1,21,0.781483,1014
494,1,51,0.781092,1018
495,0,8,0.780702,1020
496,1,22,0.780312,1020
497,0,20,0.779921,1020
498,1,18,0.779531,1020
499,0,9,0.779142,1020
500,1,53,0.778752,1021
501,0,29,0.778363,1021
502,0,17,0.777974,1023
503,1,14,0.777585,1025
504,1,15,0.777196,1025
505,0,17,0.776807,1025
506,0,12,0.776419,1025
507,0,16,0.776031,1025
508,0,52,0.775643,1025
509,0,24,0.775255,1025
510,0,20,0.774867,1025
511,1,27,0.774480,1026
512,1,59,0.774092,1026
513,2,26,0.773705,1030
514,1,29,0.773319,1031
515,0,11,0.772932,1031
516,0,8,0.772545,1031
517,1,19,0.772159,1031
518,0,6,0.771773,1031
519,0,23,0.771387,1031
520,0,13,0.771001,1031
521,1,47,0.770616,1034
522,1,39,0.770231,1035
523,2,53,0.769846,1045
524,0,23,0.769461,1045
525,0,13,0.769076,1045
526,0,7,0.768691,1046
527,1,30,0.768307,1047
528,0,9,0.767923,1047
529,1,15,0.767539,1047
530,0,15,0.767155,1047
531,2,12,0.766772,1050
532,0,15,0.766388,1050
533,2,39,0.766005,1068
534,1,13,0.765622,1068
535,0,13,0.765239,1068
536,0,23,0.764857,1068
537,1,150,0.764474,1075
538,1,30,0.764092,1077
539,1,9,0.763710,1077
540,0,13,0.763328,1077
541,0,15,0.762946,1077
542,0,9,0.762565,1078
543,0,17,0.762184,1078
544,1,26,0.761802,1078
545,0,17,0.761422,1079
546,0,10,0.761041,1080
547,0,25,0.760660,1080
548,0,13,0.760280,1080
549,0,17,0.759900,1080
550,0,29,0.759520,1080
551,1,29,0.759140,1082
552,0,24,0.758761,1083
553,1,22,0.758381,1084
554,0,13,0.758002,1084
555,2,48,0.757623,1089
556,0,6,0.757244,1089
557,0,29,0.756866,1089
558,0,11,0.756487,1089
559,1,25,0.756109,1089
560,0,15,0.755731,1089
561,0,5,0.755353,1089
562,0,54,0.754975,1090
563,0,37,0.754598,1090
564,1,27,0.754220,1090
565,0,18,0.753843,1090
566,2,24,0.753466,1093
567,2,38,0.753090,1107
568,0,17,0.752713,1107
569,1,8,0.752337,1107
570,0,8,0.751961,1107
571,0,37,0.751585,1107
572,0,35,0.751209,1107
573,0,35,0.750833,1107
574,1,77,0.750458,1112
575,0,10,0.750083,1112
576,0,17,0.749708,1112
577,1,13,0.749333,1112
578,0,19,0.748958,1112
579,0,28,0.748584,1112
580,1,19,0.748209,1112
581,0,18,0.747835,1113
582,0,61,0.747461,1113
583,0,10,0.747088,1113
584,1,39,0.746714,1116
585,0,55,0.746341,1118
586,0,8,0.745967,1118
587,0,16,0.745594,1118
588,1,13,0.745222,1119
589,2,30,0.744849,1127
590,0,27,0.744477,1127
591,2,37,0.744104,1128
592,2,44,0.743732,1129
593,2,19,0.743361,1134
594,0,27,0.742989,1134
595,0,11,0.742617,1134
596,1,52,0.742246,1135
597,0,36,0.741875,1135
598,0,41,0.741504,1135
599,0,14,0.741133,1136
600,0,11,0.740763,1138
601,1,74,0.740392,1138
602,0,7,0.740022,1138
603,0,43,0.739652,1139
604,1,10,0.739282,1139
605,0,17,0.738913,1139
606,1,26,0.738543,1140
607,0,6,0.738174,1140
608,0,35,0.737805,1140
609,0,33,0.737436,1140
610,1,21,0.737067,1141
611,0,10,0.736699,1141
612,0,6,0.736330,1141
613,0,28,0.735962,1141
614,0,20,0.735594,1141
615,1,17,0.735226,1141
616,1,55,0.734859,1141
617,0,17,0.734491,1141
618,0,22,0.734124,1141
619,1,29,0.733757,1142
620,1,35,0.733390,1142
621,1,26,0.733023,1142
622,1,33,0.732657,1144
623,0,10,0.732291,1144
624,0,8,0.731924,1144
625,1,12,0.731558,1146
626,3,23,0.731193,1155
627,2,49,0.730827,1160
628,0,10,0.730462,1160
629,1,14,0.730096,1162
630,2,54,0.729731,1168
631,0,8,0.729367,1168
632,0,10,0.729002,1168
633,0,11,0.728637,1168
634,0,35,0.728273,1168
635,1,14,0.727909,1168
636,1,24,0.727545,1168
637,0,31,0.727181,1168
638,2,56,0.726818,1171
639,1,29,0.726454,1171
640,0,6,0.726091,1171
641,1,20,0.725728,1171
642,1,23,0.725365,1171
643,0,11,0.725002,1171
644,2,44,0.724640,1178
645,2,55,0.724278,1182
646,2,24,0.723915,1185
647,1,30,0.723553,1186
648,1,24,0.723192,1187
649,0,16,0.722830,1187
650,2,45,0.722469,1193
651,0,17,0.722107,1193
652,2,35,0.721746,1197
653,0,6,0.721385,1197
654,0,26,0.721025,1197
655,2,35,0.720664,1199
656,0,45,0.720304,1199
657,0,8,0.719944,1199
658,2,9,0.719584,1199
659,0,16,0.719224,1199
660,0,14,0.718864,1200
661,0,33,0.718505,1200
662,0,9,0.718146,1200
663,2,56,0.717787,1205
664,0,17,0.717428,1205
665,1,12,0.717069,1205
666,0,14,0.716711,1205
667,0,10,0.716352,1205
668,0,6,0.715994,1205
669,1,22,0.715636,1206
670,0,6,0.715278,1206
671,1,25,0.714921,1206
672,2,34,0.714563,1212
673,0,34,0.714206,1212
674,1,12,0.713849,1212
675,1,34,0.713492,1212
676,0,20,0.713135,1212
677,2,27,0.712778,1214
678,0,17,0.712422,1214
679,1,40,0.712066,1216
680,1,49,0.711710,1217
681,2,26,0.711354,1222
682,1,7,0.710998,1222
683,3,56,0.710643,1229
684,0,10,0.710287,1229
685,0,10,0.709932,1229
686,1,25,0.709577,1229
687,1,15,0.709223,1229
688,0,14,0.708868,1229
689,1,64,0.708514,1234
690,1,14,0.708159,1234
691,1,19,0.707805,1234
692,1,63,0.707451,1237
693,0,48,0.707098,1237
694,0,12,0.706744,1237
695,0,18,0.706391,1237
696,0,40,0.706037,1238
697,2,68,0.705684,1245
698,0,21,0.705332,1245
699,0,23,0.704979,1245
700,2,54,0.704626,1249
701,1,22,0.704274,1249
702,0,35,0.703922,1249
703,1,21,0.703570,1251
704,0,13,0.703218,1251
705,2,65,0.702867,1262
706,1,64,0.702515,1266
707,0,12,0.702164,1266
708,1,9,0.701813,1266
709,0,7,0.701462,1266
710,2,31,0.701111,1267
711,1,30,0.700761,1267
712,0,21,0.700410,1267
713,0,26,0.700060,1267
714,2,46,0.699710,1271
715,1,37,0.699360,1271
716,1,24,0.699010,1272
717,0,25,0.698661,1272
718,1,15,0.698312,1272
719,1,19,0.697962,1274
720,1,33,0.697614,1275
721,1,19,0.697265,1275
722,2,38,0.696916,1277
723,1,24,0.696568,1277
724,1,15,0.696219,1277
725,2,33,0.695871,1279
726,1,15,0.695523,1279
727,0,13,0.695176,1279
728,2,72,0.694828,1289
729,1,23,0.694481,1292
730,2,26,0.694133,1295
731,0,10,0.693786,1295
732,0,11,0.693439,1295
733,3,21,0.693093,1297
734,2,36,0.692746,1298
735,0,35,0.692400,1298
736,1,25,0.692053,1298
737,1,17,0.691707,1299
738,0,8,0.691362,1299
739,1,20,0.691016,1301
740,2,40,0.690670,1304
741,0,15,0.690325,1304
742,1,32,0.689980,1305
743,0,15,0.689635,1305
744,1,12,0.689290,1306
745,0,21,0.688945,1306
746,0,18,0.688601,1306
747,1,25,0.688257,1306
748,2,11,0.687913,1308
749,1,19,0.687569,1308
750,0,7,0.687225,1308
751,2,32,0.686881,1309
752,2,38,0.686538,1312
753,1,33,0.686195,1313
754,0,7,0.685851,1313
755,0,13,0.685508,1313
756,0,30,0.685166,1314
757,0,13,0.684823,1314
758,0,34,0.684481,1314
759,2,21,0.684138,1316
760,0,9,0.683796,1316
761,3,63,0.683455,1321
762,1,50,0.683113,1322
763,0,9,0.682771,1322
764,0,44,0.682430,1322
765,1,70,0.682089,1323
766,1,25,0.681748,1324
767,1,16,0.681407,1324
768,2,32,0.681066,1326
769,0,7,0.680725,1326
770,1,9,0.680385,1326
771,2,22,0.680045,1331
772,1,27,0.679705,1332
773,2,21,0.679365,1334
774,0,19,0.679025,1334
775,1,20,0.678686,1334
776,2,19,0.678347,1335
777,2,12,0.678007,1335
778,1,21,0.677668,1336
779,1,29,0.677330,1336
780,1,37,0.676991,1336
781,0,22,0.676652,1336
782,2,32,0.676314,1340
783,1,14,0.675976,1340
784,2,59,0.675638,1343
785,1,31,0.675300,1343
786,1,39,0.674962,1343
787,1,49,0.674625,1343
788,1,46,0.674288,1344
789,0,11,0.673950,1344
790,1,13,0.673613,1344
791,2,57,0.673277,1348
792,1,29,0.672940,1348
793,1,21,0.672604,1348
794,0,12,0.672267,1348
795,2,40,0.671931,1354
796,1,13,0.671595,1354
797,1,58,0.671259,1357
798,0,12,0.670924,1357
799,1,10,0.670588,1357
800,1,30,0.670253,1358
801,1,10,0.669918,1358
802,2,38,0.669583,1363
803,2,60,0.669248,1371
804,0,9,0.668913,1371
805,1,7,0.668579,1371
806,1,14,0.668245,1372
807,1,11,0.667911,1372
808,3,11,0.667577,1373
809,1,63,0.667243,1373
810,0,8,0.666909,1373
811,2,34,0.666576,1380
812,1,16,0.666243,1381
813,0,9,0.665909,1381
814,1,75,0.665576,1385
815,2,35,0.665244,1393
816,1,17,0.664911,1394
817,1,13,0.664579,1394
818,1,10,0.664246,1395
819,1,26,0.663914,1399
820,1,18,0.663582,1399
821,1,9,0.663250,1399
822,2,12,0.662919,1400
823,1,17,0.662587,1400
824,0,5,0.662256,1400
825,0,15,0.661925,1401
826,2,30,0.661594,1403
827,1,29,0.661263,1403
828,1,19,0.660933,1405
829,0,13,0.660602,1405
830,1,36,0.660272,1406
831,0,15,0.659942,1406
832,2,11,0.659612,1407
833,1,23,0.659282,1408
834,0,15,0.658952,1408
835,0,6,0.658623,1408
836,2,36,0.658293,1413
837,1,8,0.657964,1414
838,1,32,0.657635,1415
839,1,43,0.657306,1416
840,2,38,0.656978,1421
841,1,5,0.656649,1421
842,2,33,0.656321,1423
843,0,21,0.655993,1423
844,2,43,0.655665,1426
845,0,15,0.655337,1426
846,1,13,0.655009,1426
847,2,41,0.654682,1432
848,1,73,0.654354,1432
849,1,16,0.654027,1432
850,0,7,0.653700,1432
851,2,35,0.653373,1436
852,0,24,0.653047,1436
853,0,30,0.652720,1436
854,1,51,0.652394,1437
855,0,18,0.652068,1437
856,0,12,0.651742,1437
857,1,23,0.651416,1438
858,1,27,0.651090,1439
859,1,7,0.650765,1439
860,1,41,0.650439,1439
861,0,11,0.650114,1439
862,1,13,0.649789,1439
863,0,7,0.649464,1439
864,1,14,0.649139,1439
865,1,20,0.648815,1439
866,1,17,0.648490,1439
867,2,15,0.648166,1441
868,2,61,0.647842,1451
869,1,33,0.647518,1451
870,0,7,0.647194,1451
871,0,19,0.646871,1451
872,1,12,0.646547,1451
873,1,35,0.646224,1451
874,1,22,0.645901,1451
875,0,7,0.645578,1451
876,0,15,0.645255,1451
877,1,21,0.644932,1453
878,0,11,0.644610,1453
879,1,12,0.644288,1453
880,2,38,0.643966,1459
881,1,27,0.643644,1459
882,0,26,0.643322,1459
883,1,52,0.643000,1459
884,0,9,0.642679,1459
885,1,10,0.642357,1459
886,0,9,0.642036,1459
887,0,10,0.641715,1459
888,1,21,0.641394,1461
889,0,34,0.641074,1461
890,2,31,0.640753,1468
891,1,17,0.640433,1468
892,3,41,0.640112,1473
893,2,30,0.639792,1474
894,2,36,0.639472,1479
895,0,15,0.639153,1479
896,1,22,0.638833,1479
897,0,30,0.638514,1479
898,0,44,0.638194,1479
899,0,15,0.637875,1479
900,0,28,0.637556,1479
901,0,16,0.637238,1479
902,1,28,0.636919,1480
903,0,18,0.636601,1480
904,1,35,0.636282,1480
905,1,58,0.635964,1480
906,2,21,0.635646,1481
907,1,52,0.635328,1483
908,2,58,0.635011,1485
909,1,48,0.634693,1488
910,1,17,0.634376,1488
911,0,7,0.634059,1488
912,1,24,0.633742,1488
913,1,43,0.633425,1489
914,1,18,0.633108,1489
915,1,12,0.632791,1489
916,1,27,0.632475,1489
917,2,61,0.632159,1494
918,2,32,0.631843,1497
919,1,86,0.631527,1499
920,2,31,0.631211,1499
921,2,79,0.630895,1501
922,1,18,0.630580,1501
923,1,10,0.630265,1501
924,0,19,0.629950,1501
925,3,40,0.629635,1504
926,0,10,0.629320,1504
927,0,50,0.629005,1504
928,0,19,0.628691,1504
929,1,9,0.628376,1504
930,0,7,0.628062,1504
931,0,24,0.627748,1504
932,1,24,0.627434,1504
933,2,42,0.627120,1508
934,1,36,0.626807,1509
935,2,38,0.626493,1513
936,1,30,0.626180,1513
937,2,31,0.625867,1522
938,0,15,0.625554,1522
939,1,54,0.625241,1523
940,1,23,0.624929,1524
941,0,17,0.624616,1524
942,0,7,0.624304,1524
943,0,12,0.623992,1524
944,2,21,0.623680,1526
945,2,22,0.623368,1527
946,0,11,0.623056,1527
947,1,21,0.622745,1527
948,2,41,0.622433,1528
949,2,29,0.622122,1528
950,2,30,0.621811,1530
951,0,18,0.621500,1530
952,2,26,0.621190,1532
953,2,56,0.620879,1544
954,3,63,0.620568,1551
955,1,8,0.620258,1551
956,0,40,0.619948,1551
957,0,11,0.619638,1551
958,2,17,0.619328,1554
959,1,28,0.619019,1555
960,1,37,0.618709,1556
961,0,12,0.618400,1556
962,0,18,0.618091,1556
963,3,45,0.617782,1562
964,2,36,0.617473,1562
965,0,64,0.617164,1562
966,1,19,0.616855,1563
967,0,13,0.616547,1563
968,0,15,0.616239,1563
969,2,52,0.615930,1564
970,1,33,0.615623,1564
971,1,99,0.615315,1564
972,2,20,0.615007,1567
973,1,69,0.614700,1567
974,0,11,0.614392,1567
975,3,21,0.614085,1570
976,1,21,0.613778,1571
977,0,16,0.613471,1571
978,0,11,0.613164,1571
979,2,17,0.612858,1571
980,3,52,0.612551,1581
981,0,16,0.612245,1581
982,2,27,0.611939,1581
983,0,26,0.611633,1581
984,2,17,0.611327,1582
985,0,47,0.611021,1582
986,3,27,0.610716,1585
987,2,44,0.610411,1586
988,1,24,0.610105,1588
989,1,21,0.609800,1588
990,0,11,0.609495,1588
991,1,44,0.609191,1589
992,1,16,0.608886,1589
993,1,9,0.608582,1589
994,1,15,0.608277,1589
995,0,11,0.607973,1589
996,0,17,0.607669,1589
997,1,31,0.607365,1590
998,2,27,0.607062,1591
999,0,25,0.606758,1591
1000,2,76,0.606455,1592
1001,0,23,0.606152,1592
1002,0,31,0.605849,1592
1003,0,14,0.605546,1592
1004,2,36,0.605243,1593
1005,2,19,0.604940,1596
1006,1,34,0.604638,1596
1007,1,72,0.604335,1597
1008,1,20,0.604033,1597
1009,2,50,0.603731,1602
1010,0,9,0.603429,1602
1011,0,10,0.603128,1602
1012,0,9,0.602826,1602
1013,0,11,0.602525,1602
1014,2,26,0.602223,1604
1015,1,13,0.601922,1604
1016,2,29,0.601621,1607
1017,1,12,0.601321,1607
1018,0,9,0.601020,1607
1019,1,15,0.600719,1607
1020,0,37,0.600419,1607
1021,1,26,0.600119,1608
1022,2,49,0.599819,1612
1023,2,41,0.599519,1612
1024,2,66,0.599219,1617
1025,1,9,0.598919,1617
1026,1,31,0.598620,1617
1027,3,55,0.598321,1624
1028,2,20,0.598022,1625
1029,1,18,0.597723,1625
