epizod,wynik,kroki,epsilon,rozmiar_tablicy_q
3364,6,76,0.185923,3981
3365,6,54,0.185830,3985
3366,1,16,0.185738,3985
3367,4,47,0.185645,3988
3368,3,30,0.185552,3988
3369,4,38,0.185459,3988
3370,1,11,0.185366,3988
3371,4,39,0.185274,3990
3372,4,43,0.185181,3990
3373,5,56,0.185088,3991
3374,6,52,0.184996,3993
3375,2,14,0.184903,3993
3376,4,53,0.184811,3994
3377,2,10,0.184718,3994
3378,3,14,0.184626,3996
3379,2,32,0.184534,3996
3380,0,7,0.184442,3996
3381,2,25,0.184349,3996
3382,6,83,0.184257,3999
3383,4,47,0.184165,4000
3384,4,29,0.184073,4001
3385,4,36,0.183981,4004
3386,2,19,0.183889,4004
3387,7,51,0.183797,4006
3388,2,17,0.183705,4006
3389,5,54,0.183613,4010
3390,5,73,0.183521,4013
3391,5,39,0.183430,4015
3392,0,5,0.183338,4015
3393,4,57,0.183246,4017
3394,4,31,0.183155,4018
3395,5,31,0.183063,4019
3396,6,64,0.182972,4023
3397,6,50,0.182880,4025
3398,2,25,0.182789,4025
3399,6,48,0.182697,4028
3400,2,27,0.182606,4028
3401,4,38,0.182515,4028
3402,5,44,0.182423,4030
3403,4,42,0.182332,4031
3404,1,9,0.182241,4031
3405,3,29,0.182150,4031
3406,5,61,0.182059,4031
3407,2,24,0.181968,4031
3408,4,37,0.181877,4031
3409,4,34,0.181786,4032
3410,4,47,0.181695,4033
3411,4,45,0.181604,4033
3412,2,31,0.181513,4033
3413,0,7,0.181422,4033
3414,3,37,0.181332,4033
3415,2,18,0.181241,4033
3416,4,34,0.181150,4035
3417,3,22,0.181060,4035
3418,4,52,0.180969,4035
3419,4,34,0.180879,4035
3420,2,24,0.180788,4035
3421,4,43,0.180698,4036
3422,2,19,0.180608,4037
3423,7,70,0.180517,4038
3424,1,24,0.180427,4038
3425,4,30,0.180337,4040
3426,2,28,0.180247,4040
3427,4,65,0.180157,4040
3428,4,38,0.180067,4040
3429,5,42,0.179977,4041
3430,10,107,0.179887,4051
3431,7,53,0.179797,4053
3432,7,50,0.179707,4054
3433,4,30,0.179617,4054
3434,1,12,0.179527,4054
3435,5,55,0.179437,4055
3436,6,48,0.179348,4055
3437,4,33,0.179258,4055
3438,4,37,0.179168,4055
3439,4,29,0.179079,4055
3440,2,21,0.178989,4055
3441,4,41,0.178900,4056
3442,4,29,0.178810,4057
3443,3,21,0.178721,4057
3444,4,28,0.178631,4057
3445,2,14,0.178542,4057
3446,6,65,0.178453,4060
3447,5,62,0.178364,4061
3448,4,48,0.178274,4061
3449,4,38,0.178185,4061
3450,6,52,0.178096,4062
3451,4,35,0.178007,4063
3452,6,78,0.177918,4066
3453,7,38,0.177829,4069
3454,2,34,0.177740,4069
3455,4,28,0.177651,4069
3456,4,39,0.177563,4070
3457,2,29,0.177474,4070
3458,5,26,0.177385,4071
3459,4,52,0.177296,4071
3460,0,8,0.177208,4071
3461,2,30,0.177119,4071
3462,1,19,0.177031,4071
3463,4,39,0.176942,4073
3464,4,42,0.176854,4074
3465,4,35,0.176765,4077
3466,1,9,0.176677,4077
3467,6,56,0.176588,4079
3468,4,42,0.176500,4079
3469,4,39,0.176412,4080
3470,5,45,0.176324,4082
3471,6,46,0.176236,4084
3472,0,6,0.176147,4084
3473,1,11,0.176059,4084
3474,6,59,0.175971,4085
3475,0,7,0.175883,4085
3476,2,21,0.175795,4085
3477,4,53,0.175707,4086
3478,7,76,0.175620,4089
3479,4,32,0.175532,4089
3480,4,37,0.175444,4090
3481,6,45,0.175356,4091
3482,2,20,0.175269,4092
3483,4,56,0.175181,4095
3484,2,28,0.175093,4095
3485,7,70,0.175006,4096
3486,4,61,0.174918,4099
3487,4,46,0.174831,4099
3488,4,30,0.174743,4099
3489,5,49,0.174656,4101
3490,3,30,0.174569,4101
3491,4,56,0.174482,4101
3492,3,20,0.174394,4101
3493,5,50,0.174307,4102
3494,6,81,0.174220,4106
3495,1,13,0.174133,4106
3496,4,49,0.174046,4109
3497,5,50,0.173959,4111
3498,6,71,0.173872,4113
3499,5,35,0.173785,4114
3500,5,30,0.173698,4114
3501,4,38,0.173611,4115
3502,4,39,0.173524,4116
3503,6,48,0.173437,4119
3504,3,12,0.173351,4119
3505,4,29,0.173264,4119
3506,5,34,0.173177,4119
3507,5,43,0.173091,4119
3508,4,35,0.173004,4120
3509,3,29,0.172918,4120
3510,2,25,0.172831,4120
3511,4,18,0.172745,4120
3512,3,24,0.172659,4121
3513,2,17,0.172572,4122
3514,3,33,0.172486,4122
3515,4,37,0.172400,4122
3516,4,15,0.172314,4122
3517,1,7,0.172227,4122
3518,7,46,0.172141,4123
3519,2,15,0.172055,4123
3520,3,30,0.171969,4123
3521,4,32,0.171883,4124
3522,8,105,0.171797,4129
3523,4,23,0.171711,4129
3524,3,33,0.171625,4130
3525,4,42,0.171540,4130
3526,2,16,0.171454,4130
3527,1,15,0.171368,4130
3528,6,74,0.171282,4132
3529,4,41,0.171197,4133
3530,5,53,0.171111,4133
3531,6,69,0.171026,4138
3532,6,43,0.170940,4140
3533,6,55,0.170855,4141
3534,1,15,0.170769,4141
3535,7,70,0.170684,4143
3536,5,46,0.170599,4143
3537,4,38,0.170513,4144
3538,4,49,0.170428,4145
3539,2,17,0.170343,4145
3540,6,74,0.170258,4149
3541,5,41,0.170172,4149
3542,1,12,0.170087,4149
3543,3,34,0.170002,4149
3544,3,19,0.169917,4149
3545,0,5,0.169832,4149
3546,6,62,0.169747,4150
3547,5,44,0.169663,4150
3548,4,40,0.169578,4151
3549,0,6,0.169493,4151
3550,4,32,0.169408,4151
3551,5,69,0.169324,4154
3552,3,26,0.169239,4154
3553,3,37,0.169154,4154
3554,4,51,0.169070,4157
3555,7,53,0.168985,4161
3556,4,39,0.168901,4162
3557,5,56,0.168816,4164
3558,5,59,0.168732,4167
3559,3,33,0.168647,4167
3560,5,42,0.168563,4168
3561,3,28,0.168479,4168
3562,6,31,0.168395,4169
3563,6,63,0.168310,4173
3564,7,66,0.168226,4177
3565,5,40,0.168142,4179
3566,7,41,0.168058,4179
3567,5,52,0.167974,4180
3568,6,69,0.167890,4182
3569,2,9,0.167806,4182
3570,2,17,0.167722,4182
3571,2,25,0.167638,4182
3572,5,27,0.167554,4182
3573,3,37,0.167471,4182
3574,3,56,0.167387,4182
3575,1,18,0.167303,4182
3576,4,36,0.167220,4183
3577,2,22,0.167136,4183
3578,5,51,0.167052,4185
3579,1,19,0.166969,4185
3580,4,33,0.166885,4185
3581,2,20,0.166802,4186
3582,4,42,0.166719,4187
3583,3,18,0.166635,4187
3584,6,44,0.166552,4189
3585,5,48,0.166469,4192
3586,3,27,0.166385,4192
3587,5,42,0.166302,4192
3588,8,84,0.166219,4197
3589,3,33,0.166136,4197
3590,0,6,0.166053,4197
3591,5,52,0.165970,4197
3592,4,38,0.165887,4197
3593,4,38,0.165804,4197
3594,4,54,0.165721,4197
3595,4,45,0.165638,4197
3596,8,67,0.165555,4199
3597,6,70,0.165473,4203
3598,3,37,0.165390,4204
3599,2,20,0.165307,4204
3600,3,31,0.165224,4205
3601,0,6,0.165142,4205
3602,5,29,0.165059,4206
3603,6,57,0.164977,4209
3604,3,21,0.164894,4209
3605,5,42,0.164812,4211
3606,2,24,0.164729,4211
3607,7,35,0.164647,4212
3608,4,39,0.164565,4213
3609,1,28,0.164482,4213
3610,2,13,0.164400,4213
3611,4,25,0.164318,4213
3612,6,70,0.164236,4216
3613,1,15,0.164154,4216
3614,2,17,0.164072,4216
3615,3,18,0.163990,4216
3616,6,62,0.163908,4216
3617,4,33,0.163826,4216
3618,7,40,0.163744,4217
3619,2,21,0.163662,4217
3620,5,31,0.163580,4218
3621,4,30,0.163498,4219
3622,1,7,0.163417,4219
3623,7,64,0.163335,4222
3624,4,35,0.163253,4222
3625,0,7,0.163172,4222
3626,2,26,0.163090,4222
3627,3,25,0.163008,4222
3628,6,82,0.162927,4226
3629,3,24,0.162845,4228
3630,4,43,0.162764,4229
3631,4,48,0.162683,4230
3632,1,30,0.162601,4231
3633,4,20,0.162520,4232
3634,2,12,0.162439,4232
3635,3,19,0.162358,4232
3636,4,42,0.162276,4233
3637,2,37,0.162195,4233
3638,6,46,0.162114,4234
3639,6,57,0.162033,4236
3640,7,106,0.161952,4240
3641,1,14,0.161871,4240
3642,2,14,0.161790,4240
3643,3,20,0.161709,4240
3644,6,41,0.161628,4240
3645,6,80,0.161548,4241
3646,3,22,0.161467,4241
3647,4,50,0.161386,4242
3648,4,38,0.161305,4242
3649,4,34,0.161225,4243
3650,3,27,0.161144,4243
3651,6,49,0.161064,4245
3652,4,33,0.160983,4245
3653,5,53,0.160902,4250
3654,3,32,0.160822,4250
3655,1,22,0.160742,4250
3656,2,17,0.160661,4250
3657,1,16,0.160581,4250
3658,4,35,0.160501,4253
3659,5,32,0.160420,4254
3660,5,37,0.160340,4255
3661,5,66,0.160260,4256
3662,7,46,0.160180,4257
3663,1,12,0.160100,4257
3664,6,87,0.160020,4265
3665,4,31,0.159940,4266
3666,3,30,0.159860,4266
3667,1,13,0.159780,4266
3668,4,30,0.159700,4266
3669,5,46,0.159620,4267
3670,5,41,0.159540,4267
3671,3,32,0.159461,4268
3672,7,53,0.159381,4270
3673,8,102,0.159301,4278
3674,2,14,0.159221,4278
3675,5,37,0.159142,4278
3676,6,46,0.159062,4278
3677,1,12,0.158983,4278
3678,4,20,0.158903,4278
3679,4,56,0.158824,4279
3680,4,31,0.158744,4280
3681,4,27,0.158665,4281
3682,1,18,0.158586,4282
3683,5,70,0.158506,4283
3684,6,61,0.158427,4285
3685,4,41,0.158348,4286
3686,6,41,0.158269,4287
3687,7,76,0.158190,4290
3688,6,47,0.158110,4292
3689,4,35,0.158031,4293
3690,4,41,0.157952,4293
3691,1,24,0.157873,4294
3692,6,62,0.157795,4296
3693,7,66,0.157716,4299
3694,7,78,0.157637,4300
3695,2,18,0.157558,4300
3696,5,53,0.157479,4301
3697,2,13,0.157400,4301
3698,2,21,0.157322,4301
3699,4,49,0.157243,4301
3700,6,32,0.157164,4301
3701,3,38,0.157086,4301
3702,4,34,0.157007,4302
3703,4,27,0.156929,4302
3704,4,44,0.156850,4302
3705,0,14,0.156772,4302
3706,1,15,0.156694,4302
3707,4,38,0.156615,4302
3708,2,26,0.156537,4302
3709,3,25,0.156459,4302
3710,8,60,0.156380,4304
3711,0,8,0.156302,4304
3712,8,58,0.156224,4307
3713,4,36,0.156146,4308
3714,5,45,0.156068,4310
3715,2,42,0.155990,4310
3716,2,10,0.155912,4310
3717,4,43,0.155834,4310
3718,4,27,0.155756,4311
3719,2,18,0.155678,4311
3720,6,49,0.155600,4313
3721,5,35,0.155522,4314
3722,1,9,0.155445,4314
3723,3,28,0.155367,4315
3724,2,19,0.155289,4315
3725,6,61,0.155212,4316
3726,5,49,0.155134,4318
3727,4,42,0.155056,4318
3728,7,63,0.154979,4321
3729,6,79,0.154901,4325
3730,3,36,0.154824,4325
3731,5,35,0.154747,4326
3732,5,59,0.154669,4326
3733,7,36,0.154592,4326
3734,5,65,0.154515,4327
3735,9,111,0.154437,4334
3736,4,42,0.154360,4334
3737,3,30,0.154283,4334
3738,4,44,0.154206,4335
3739,1,20,0.154129,4335
3740,1,12,0.154052,4335
3741,8,88,0.153975,4340
3742,3,26,0.153898,4340
3743,7,63,0.153821,4343
3744,8,59,0.153744,4345
3745,2,28,0.153667,4345
3746,1,11,0.153590,4345
3747,3,57,0.153513,4345
3748,3,20,0.153436,4345
3749,4,28,0.153360,4346
3750,4,37,0.153283,4346
3751,2,22,0.153206,4346
3752,7,72,0.153130,4350
3753,5,55,0.153053,4352
3754,1,17,0.152977,4352
3755,3,25,0.152900,4352
3756,5,49,0.152824,4353
3757,6,38,0.152747,4354
3758,5,33,0.152671,4354
3759,5,46,0.152595,4354
3760,5,34,0.152518,4354
3761,4,48,0.152442,4355
3762,3,38,0.152366,4355
3763,6,52,0.152290,4357
3764,5,32,0.152214,4358
3765,2,31,0.152137,4358
3766,7,49,0.152061,4359
3767,2,10,0.151985,4359
3768,12,60,0.151909,4361
3769,4,33,0.151833,4362
3770,1,9,0.151758,4362
3771,6,42,0.151682,4363
3772,8,54,0.151606,4366
3773,9,83,0.151530,4367
3774,4,32,0.151454,4368
3775,4,36,0.151378,4368
3776,2,11,0.151303,4368
3777,6,46,0.151227,4370
3778,4,51,0.151152,4371
3779,4,59,0.151076,4372
3780,0,7,0.151000,4372
3781,5,19,0.150925,4372
3782,7,70,0.150849,4374
3783,4,44,0.150774,4376
3784,6,63,0.150699,4377
3785,2,27,0.150623,4377
3786,5,40,0.150548,4378
3787,1,8,0.150473,4378
3788,2,16,0.150397,4378
3789,1,5,0.150322,4378
3790,8,70,0.150247,4381
3791,4,34,0.150172,4381
3792,7,40,0.150097,4382
3793,4,42,0.150022,4383
3794,3,44,0.149947,4383
3795,1,16,0.149872,4383
3796,4,32,0.149797,4384
3797,4,29,0.149722,4384
3798,1,26,0.149647,4385
3799,6,49,0.149572,4385
3800,5,57,0.149498,4385
3801,5,34,0.149423,4386
3802,5,75,0.149348,4387
3803,4,60,0.149273,4387
3804,4,35,0.149199,4387
3805,3,29,0.149124,4387
3806,4,37,0.149050,4389
3807,6,52,0.148975,4390
3808,4,50,0.148901,4390
3809,2,18,0.148826,4390
3810,6,53,0.148752,4392
3811,2,27,0.148677,4392
3812,5,44,0.148603,4392
3813,6,37,0.148529,4393
3814,4,32,0.148454,4393
3815,4,69,0.148380,4393
3816,6,43,0.148306,4395
3817,6,47,0.148232,4395
3818,3,35,0.148158,4395
3819,4,27,0.148084,4396
3820,6,54,0.148010,4398
3821,3,47,0.147936,4398
3822,5,27,0.147862,4398
3823,4,31,0.147788,4398
3824,6,54,0.147714,4398
3825,4,42,0.147640,4398
3826,4,55,0.147566,4398
3827,2,43,0.147492,4398
3828,5,38,0.147419,4399
3829,4,36,0.147345,4400
3830,5,40,0.147271,4402
3831,5,45,0.147198,4404
3832,4,38,0.147124,4404
3833,2,18,0.147050,4404
3834,1,7,0.146977,4404
3835,5,65,0.146903,4405
3836,3,35,0.146830,4405
3837,7,58,0.146757,4406
3838,7,81,0.146683,4411
3839,4,28,0.146610,4411
3840,6,35,0.146537,4413
3841,5,38,0.146463,4413
3842,4,43,0.146390,4413
3843,5,45,0.146317,4414
3844,4,48,0.146244,4414
3845,3,22,0.146171,4415
3846,3,26,0.146098,4415
3847,8,82,0.146024,4418
3848,5,55,0.145951,4421
3849,1,17,0.145878,4421
3850,2,27,0.145806,4421
3851,5,64,0.145733,4422
3852,2,22,0.145660,4422
3853,4,39,0.145587,4422
3854,10,72,0.145514,4424
3855,4,45,0.145441,4424
3856,3,18,0.145369,4424
3857,2,11,0.145296,4424
3858,6,55,0.145223,4425
3859,2,23,0.145151,4425
3860,1,25,0.145078,4425
3861,5,47,0.145006,4425
3862,5,46,0.144933,4426
3863,1,11,0.144861,4426
3864,6,54,0.144788,4427
3865,4,36,0.144716,4427
3866,4,37,0.144643,4427
3867,7,72,0.144571,4432
3868,8,75,0.144499,4433
3869,3,31,0.144427,4433
3870,2,9,0.144354,4433
3871,4,37,0.144282,4434
3872,6,45,0.144210,4435
3873,6,84,0.144138,4436
3874,3,26,0.144066,4436
3875,6,66,0.143994,4436
3876,6,70,0.143922,4437
3877,4,42,0.143850,4438
3878,4,64,0.143778,4438
3879,0,10,0.143706,4438
3880,1,6,0.143634,4438
3881,3,29,0.143562,4438
3882,2,16,0.143491,4438
3883,7,74,0.143419,4443
3884,3,17,0.143347,4443
3885,11,104,0.143276,4446
3886,4,48,0.143204,4447
3887,7,61,0.143132,4449
3888,9,83,0.143061,4453
3889,4,29,0.142989,4453
3890,4,44,0.142918,4454
3891,5,42,0.142846,4455
3892,5,36,0.142775,4457
3893,5,34,0.142703,4458
3894,3,27,0.142632,4458
3895,3,40,0.142561,4459
3896,7,72,0.142489,4462
3897,5,64,0.142418,4465
3898,6,54,0.142347,4466
3899,1,13,0.142276,4467
3900,8,37,0.142205,4468
3901,2,20,0.142134,4468
3902,3,20,0.142063,4468
3903,4,40,0.141992,4468
3904,4,44,0.141921,4468
3905,7,38,0.141850,4469
3906,2,12,0.141779,4469
3907,7,62,0.141708,4469
3908,3,38,0.141637,4469
3909,2,26,0.141566,4469
3910,2,10,0.141495,4469
3911,4,24,0.141425,4470
3912,3,23,0.141354,4470
3913,3,15,0.141283,4470
3914,6,51,0.141213,4472
3915,3,27,0.141142,4472
3916,4,41,0.141071,4472
3917,0,6,0.141001,4472
3918,1,7,0.140930,4472
3919,0,6,0.140860,4472
3920,6,81,0.140789,4475
3921,3,29,0.140719,4475
3922,2,35,0.140649,4475
3923,5,67,0.140578,4476
3924,5,36,0.140508,4476
3925,2,18,0.140438,4476
3926,5,41,0.140368,4476
3927,8,55,0.140297,4479
3928,4,27,0.140227,4479
3929,5,50,0.140157,4479
3930,4,50,0.140087,4480
3931,4,46,0.140017,4480
3932,4,23,0.139947,4481
3933,2,12,0.139877,4481
3934,3,26,0.139807,4483
3935,4,56,0.139737,4483
3936,7,36,0.139667,4486
3937,5,57,0.139597,4487
3938,3,43,0.139528,4487
3939,6,38,0.139458,4490
3940,4,47,0.139388,4491
3941,5,55,0.139318,4491
3942,2,10,0.139249,4491
3943,7,79,0.139179,4493
3944,4,34,0.139110,4493
3945,0,5,0.139040,4493
3946,6,43,0.138971,4493
3947,5,38,0.138901,4494
3948,2,15,0.138832,4494
3949,4,44,0.138762,4494
3950,5,62,0.138693,4496
3951,9,73,0.138623,4498
3952,1,10,0.138554,4498
3953,3,38,0.138485,4499
3954,4,60,0.138416,4499
3955,5,33,0.138346,4500
3956,3,24,0.138277,4500
3957,2,29,0.138208,4500
3958,4,32,0.138139,4500
3959,10,136,0.138070,4503
3960,7,34,0.138001,4503
3961,2,22,0.137932,4503
3962,8,61,0.137863,4507
3963,5,63,0.137794,4507
3964,8,60,0.137725,4508
3965,5,34,0.137656,4509
3966,1,14,0.137587,4510
3967,4,53,0.137519,4511
3968,8,93,0.137450,4514
3969,5,49,0.137381,4515
3970,2,32,0.137312,4515
3971,6,56,0.137244,4516
3972,5,44,0.137175,4516
3973,7,85,0.137107,4518
3974,3,36,0.137038,4518
3975,4,30,0.136969,4519
3976,6,53,0.136901,4521
3977,6,58,0.136833,4523
3978,5,53,0.136764,4523
3979,5,75,0.136696,4523
3980,5,32,0.136627,4524
3981,4,57,0.136559,4525
3982,5,55,0.136491,4525
3983,2,12,0.136423,4525
3984,4,35,0.136354,4526
3985,7,60,0.136286,4527
3986,2,33,0.136218,4527
3987,6,40,0.136150,4528
3988,7,71,0.136082,4530
3989,7,64,0.136014,4531
3990,4,31,0.135946,4531
3991,1,10,0.135878,4531
3992,5,33,0.135810,4531
3993,6,38,0.135742,4532
3994,5,60,0.135674,4534
3995,5,47,0.135606,4534
3996,2,26,0.135538,4534
3997,4,35,0.135471,4534
3998,5,45,0.135403,4535
3999,6,58,0.135335,4536
4000,4,24,0.135268,4536
4001,7,59,0.135200,4539
4002,4,40,0.135132,4539
4003,4,21,0.135065,4540
4004,6,33,0.134997,4541
4005,5,49,0.134930,4541
4006,3,37,0.134862,4542
4007,5,37,0.134795,4542
4008,6,62,0.134727,4543
4009,6,86,0.134660,4549
4010,1,13,0.134593,4549
4011,7,77,0.134525,4550
4012,4,19,0.134458,4550
4013,6,57,0.134391,4550
4014,5,57,0.134324,4550
4015,4,33,0.134257,4551
4016,2,14,0.134190,4551
4017,5,38,0.134122,4551
4018,3,22,0.134055,4551
4019,5,65,0.133988,4553
4020,3,38,0.133921,4553
4021,4,36,0.133854,4554
4022,1,14,0.133787,4554
4023,8,74,0.133721,4557
4024,6,61,0.133654,4558
4025,4,33,0.133587,4558
4026,7,47,0.133520,4559
4027,1,7,0.133453,4559
4028,2,26,0.133387,4559
4029,2,18,0.133320,4559
4030,5,48,0.133253,4559
4031,3,40,0.133187,4559
4032,7,69,0.133120,4560
4033,2,18,0.133053,4560
4034,10,71,0.132987,4561
4035,5,34,0.132920,4561
4036,2,36,0.132854,4561
4037,4,29,0.132788,4561
4038,2,24,0.132721,4561
4039,5,70,0.132655,4564
4040,5,55,0.132588,4564
4041,2,15,0.132522,4564
4042,1,6,0.132456,4564
4043,3,21,0.132390,4564
4044,10,115,0.132323,4564
4045,6,63,0.132257,4564
4046,1,6,0.132191,4564
4047,1,8,0.132125,4564
4048,4,23,0.132059,4564
4049,5,39,0.131993,4566
4050,8,82,0.131927,4570
4051,4,42,0.131861,4570
4052,4,39,0.131795,4570
4053,4,42,0.131729,4571
4054,5,39,0.131663,4571
4055,3,36,0.131598,4571
4056,5,39,0.131532,4572
4057,2,20,0.131466,4572
4058,8,66,0.131400,4574
4059,5,53,0.131335,4575
4060,11,82,0.131269,4577
4061,6,53,0.131203,4579
4062,7,43,0.131138,4579
4063,11,113,0.131072,4585
4064,7,46,0.131007,4587
4065,4,20,0.130941,4588
4066,8,51,0.130876,4592
4067,10,98,0.130810,4596
4068,6,65,0.130745,4599
4069,8,90,0.130679,4602
4070,6,59,0.130614,4602
4071,3,33,0.130549,4602
4072,10,83,0.130483,4609
4073,5,45,0.130418,4610
4074,4,41,0.130353,4610
4075,4,28,0.130288,4612
4076,3,22,0.130223,4613
4077,4,34,0.130158,4613
4078,8,39,0.130092,4615
4079,2,18,0.130027,4615
4080,1,8,0.129962,4615
4081,5,34,0.129897,4616
4082,7,54,0.129832,4617
4083,2,54,0.129768,4617
4084,2,12,0.129703,4617
4085,2,14,0.129638,4617
4086,7,62,0.129573,4618
4087,3,23,0.129508,4619
4088,4,49,0.129443,4621
4089,4,34,0.129379,4621
4090,4,40,0.129314,4622
4091,4,36,0.129249,4624
4092,7,48,0.129185,4626
4093,8,64,0.129120,4626
4094,2,19,0.129056,4626
4095,1,11,0.128991,4626
4096,4,30,0.128927,4627
4097,5,55,0.128862,4628
4098,1,17,0.128798,4628
4099,8,79,0.128733,4629
4100,1,17,0.128669,4630
4101,3,27,0.128605,4630
4102,6,50,0.128540,4632
4103,4,69,0.128476,4633
4104,5,43,0.128412,4633
4105,14,135,0.128348,4643
4106,4,39,0.128283,4643
4107,2,28,0.128219,4643
4108,4,33,0.128155,4645
4109,6,36,0.128091,4645
4110,3,24,0.128027,4645
4111,4,32,0.127963,4646
4112,2,18,0.127899,4646
4113,5,39,0.127835,4646
4114,5,49,0.127771,4647
4115,11,86,0.127707,4649
4116,5,41,0.127643,4651
4117,6,45,0.127580,4651
4118,3,34,0.127516,4651
4119,5,42,0.127452,4653
4120,6,55,0.127388,4654
4121,4,45,0.127325,4656
4122,0,11,0.127261,4656
4123,7,56,0.127197,4656
4124,1,19,0.127134,4656
4125,6,42,0.127070,4657
4126,7,70,0.127007,4659
4127,4,65,0.126943,4660
4128,2,29,0.126880,4661
4129,10,101,0.126816,4663
4130,9,84,0.126753,4665
4131,6,67,0.126689,4667
4132,1,16,0.126626,4667
4133,6,42,0.126563,4668
4134,5,70,0.126500,4670
4135,3,45,0.126436,4670
4136,5,41,0.126373,4670
4137,9,68,0.126310,4671
4138,5,59,0.126247,4671
4139,8,75,0.126184,4674
4140,5,50,0.126120,4675
4141,2,27,0.126057,4675
4142,4,45,0.125994,4676
4143,5,34,0.125931,4676
4144,4,35,0.125868,4677
4145,3,26,0.125805,4677
4146,5,29,0.125743,4677
4147,5,42,0.125680,4677
4148,6,35,0.125617,4678
4149,1,11,0.125554,4678
4150,1,23,0.125491,4678
4151,8,78,0.125429,4679
4152,4,28,0.125366,4679
4153,4,33,0.125303,4679
4154,7,64,0.125240,4680
4155,9,90,0.125178,4686
4156,0,7,0.125115,4686
4157,4,37,0.125053,4686
4158,6,69,0.124990,4689
4159,2,25,0.124928,4689
4160,4,45,0.124865,4689
4161,10,99,0.124803,4691
4162,3,30,0.124740,4691
4163,8,99,0.124678,4696
4164,4,27,0.124616,4696
4165,4,35,0.124553,4697
4166,3,19,0.124491,4697
4167,10,120,0.124429,4703
4168,5,47,0.124367,4704
4169,0,5,0.124304,4704
4170,4,27,0.124242,4704
4171,4,42,0.124180,4704
4172,9,56,0.124118,4711
4173,7,52,0.124056,4712
4174,8,112,0.123994,4717
4175,8,85,0.123932,4718
4176,1,17,0.123870,4718
4177,2,22,0.123808,4718
4178,4,28,0.123746,4718
4179,4,43,0.123684,4720
4180,4,44,0.123623,4720
4181,4,44,0.123561,4720
4182,5,46,0.123499,4720
4183,3,25,0.123437,4720
4184,5,61,0.123375,4720
4185,4,37,0.123314,4720
4186,3,35,0.123252,4721
4187,5,38,0.123190,4721
4188,13,128,0.123129,4725
4189,2,6,0.123067,4725
4190,7,65,0.123006,4728
4191,4,21,0.122944,4729
4192,6,59,0.122883,4730
4193,1,16,0.122821,4730
4194,6,43,0.122760,4730
4195,4,26,0.122699,4730
4196,8,73,0.122637,4731
4197,1,12,0.122576,4731
4198,7,56,0.122515,4734
4199,2,20,0.122453,4734
4200,4,49,0.122392,4734
4201,6,36,0.122331,4735
4202,8,69,0.122270,4735
4203,4,41,0.122209,4735
4204,1,14,0.122148,4735
4205,8,73,0.122086,4736
4206,12,98,0.122025,4737
4207,0,7,0.121964,4737
4208,6,62,0.121903,4737
4209,9,67,0.121842,4737
4210,2,15,0.121782,4737
4211,11,83,0.121721,4737
4212,6,50,0.121660,4738
4213,7,39,0.121599,4738
4214,4,35,0.121538,4738
4215,4,40,0.121477,4738
4216,2,11,0.121417,4738
4217,5,60,0.121356,4739
4218,4,36,0.121295,4739
4219,6,63,0.121235,4739
4220,0,5,0.121174,4739
4221,5,45,0.121113,4739
4222,6,60,0.121053,4742
4223,7,82,0.120992,4745
4224,8,81,0.120932,4750
4225,8,69,0.120871,4752
4226,12,80,0.120811,4758
4227,5,51,0.120751,4760
4228,5,29,0.120690,4761
4229,9,79,0.120630,4763
4230,6,67,0.120570,4764
4231,9,76,0.120509,4765
4232,2,19,0.120449,4765
4233,5,59,0.120389,4765
4234,5,28,0.120329,4765
4235,3,14,0.120268,4766
4236,4,35,0.120208,4766
4237,3,32,0.120148,4766
4238,2,12,0.120088,4766
4239,7,67,0.120028,4766
4240,2,16,0.119968,4766
4241,1,17,0.119908,4766
4242,5,56,0.119848,4767
4243,3,31,0.119788,4767
4244,9,87,0.119728,4769
4245,7,79,0.119668,4772
4246,4,35,0.119609,4773
4247,1,14,0.119549,4773
4248,9,93,0.119489,4778
4249,2,26,0.119429,4778
4250,13,114,0.119370,4781
4251,7,67,0.119310,4784
4252,4,19,0.119250,4784
4253,0,6,0.119191,4784
4254,8,52,0.119131,4784
4255,2,7,0.119071,4784
4256,1,30,0.119012,4784
4257,5,52,0.118952,4784
4258,4,36,0.118893,4785
4259,4,36,0.118833,4785
4260,2,28,0.118774,4785
4261,8,46,0.118715,4786
4262,1,9,0.118655,4787
4263,8,66,0.118596,4789
4264,8,73,0.118537,4790
4265,4,27,0.118477,4790
4266,8,74,0.118418,4791
4267,6,44,0.118359,4793
4268,3,15,0.118300,4793
4269,4,30,0.118241,4794
4270,4,41,0.118181,4795
4271,7,50,0.118122,4796
4272,1,12,0.118063,4796
4273,4,33,0.118004,4797
4274,7,68,0.117945,4798
4275,4,34,0.117886,4798
4276,9,68,0.117827,4798
4277,1,14,0.117768,4798
4278,6,48,0.117710,4800
4279,5,59,0.117651,4800
4280,6,50,0.117592,4801
4281,9,87,0.117533,4802
4282,2,17,0.117474,4802
4283,6,47,0.117416,4803
4284,5,30,0.117357,4803
4285,5,48,0.117298,4803
4286,3,32,0.117240,4803
4287,3,25,0.117181,4804
4288,3,23,0.117122,4804
4289,9,60,0.117064,4806
4290,5,47,0.117005,4806
4291,8,66,0.116947,4807
4292,12,84,0.116888,4808
4293,6,38,0.116830,4809
4294,3,17,0.116771,4809
